,agent,fit_parameters_mf,train_nlp_mf,test_acc_mf,test_nlp_mf,fit_parameters_mb,train_nlp_mb,test_acc_mb,test_nlp_mb,fit_parameters_habit,train_nlp_habit,test_acc_habit,test_nlp_habit,fit_parameters_wsls,train_nlp_wsls,test_acc_wsls,test_nlp_wsls,fit_parameters_kdh,train_nlp_kdh,test_acc_kdh,test_nlp_kdh,fit_parameters_logistic_regression,train_nlp_logistic_regression,test_acc_logistic_regression,test_nlp_logistic_regression
155,31,[0.08342618 1.80386819],0.666234977090415,0.61,0.6620298613607883,[0.06086066 2.9450833 ],0.6543848053620507,0.59,0.6555960841476918,[0.  0.1],0.6931469805599655,0.475,0.6931471824645996,[0.57524306 0.470284  ],0.6864386270728068,0.475,0.7008998429775238,[0.515      0.47999999],0.6925218400628177,0.565,0.6889703205227852,"[array([0.21645733]), array([[ 0.00281578, -0.04393698,  0.315398  ]])]",0.6833635932952166,0.47738693467336685,0.6965028774738312
156,31,[0.0441907  2.90778841],0.6741600820406134,0.615,0.6451175878942013,[0.05388372 3.14733707],0.6621851626151681,0.675,0.6283098040521145,[0.14456937 0.9242985 ],0.6793675987297121,0.595,0.6569988824427128,[0.54761956 0.48548692],0.6905628494522847,0.555,0.6844205525517464,[0.51749995 0.44999996],0.6903364845800912,0.5,0.6979258501529694,"[array([0.14552751]), array([[-0.02877486, -0.07980449,  0.29078241]])]",0.6876826653629542,0.5577889447236181,0.679665074646473
157,31,[0.12227048 1.73520469],0.6649626282362543,0.61,0.6709858705103398,[0.0780126  2.84429234],0.6558586519662069,0.59,0.6549169906973838,[0.  0.1],0.6931469805599655,0.405,0.6931471824645996,[0.5439027  0.50385591],0.6911543640866284,0.53,0.6833122891187667,[0.54250005 0.4875001 ],0.6911822829435595,0.525,0.6980800849199295,"[array([0.04081689]), array([[0.06920556, 0.1284779 , 0.20568252]])]",0.6890228873491288,0.5778894472361809,0.6779227262735367
158,31,[0.07832939 2.20130629],0.6585007459856933,0.54,0.6700685027241707,[0.05886158 3.35688988],0.651727237772748,0.605,0.652946682870388,[0.  0.1],0.6931469805599655,0.5,0.6931471824645996,[0.56079389 0.49242425],0.6893572954512215,0.55,0.6874917834997177,[0.51750001 0.46500003],0.6916146656206215,0.53,0.69152773052454,"[array([0.10763398]), array([[-0.02508327,  0.09099634,  0.39162484]])]",0.6851688826829195,0.507537688442211,0.6904417401552201
159,31,[0.07004884 2.63472875],0.6558641858993898,0.605,0.6741329289227724,[0.05785869 3.51191189],0.6440594534688165,0.6,0.66663787484169,[0.14170972 1.1662209 ],0.6685726953391429,0.56,0.6945753093063831,[0.5882353  0.48774508],0.6853434846201242,0.495,0.7067374965548515,[0.50750012 0.44750017],0.6903293913733188,0.515,0.6991404050588608,"[array([0.20863568]), array([[ 0.14635554, -0.04336015,  0.27394831]])]",0.6828016251325607,0.48743718592964824,0.7005391708016395
160,32,[0.11484948 0.59982632],0.6902941968893864,0.545,0.6907097464799881,[0.23107669 0.61870415],0.6882837159140902,0.525,0.6885942396521568,[0.  0.1],0.6931469805599655,0.49,0.6931471824645996,[0.50490208 0.50639381],0.6930825076373847,0.535,0.6926037314534187,[0.47249973 0.50999987],0.6922903421541866,0.49,0.6944046586751937,"[array([-0.0649828]), array([[-0.1507079 ,  0.18381504,  0.30643366]])]",0.6897238781303168,0.542713567839196,0.6879802837967872
161,32,[0.05595034 0.87247042],0.6898884026829109,0.495,0.6945927101373672,[0.09408189 0.81746835],0.6880396542711147,0.53,0.6921503183245659,[0.  0.1],0.6931469805599655,0.48,0.6931471824645996,[0.5292683  0.46786631],0.6912635598670573,0.42,0.7055333504080772,[0.48750003 0.49999995],0.6929907142798575,0.52,0.6918031716346741,"[array([0.07267633]), array([[-0.23025768,  0.16216319,  0.35168785]])]",0.6873073707520961,0.4271356783919598,0.7035164725780487
162,32,[0.11190951 0.60955004],0.6902375720981903,0.52,0.6918307462334633,[0.22219939 0.642783  ],0.6878728251067237,0.535,0.6909243288636208,[2.9250169e-04 4.0000000e+00],0.6930622895731409,0.535,0.6929963874816895,[0.51960743 0.49360592],0.6927147603951547,0.485,0.6934988650679589,[0.47750008 0.47749999],0.6921341385641301,0.455,0.6982134473323822,"[array([-0.01793247]), array([[-0.17600527,  0.21893804,  0.35940597]])]",0.6883180619776249,0.5226130653266332,0.6922454971075058
163,32,[0.  0.1],0.6931469805599655,0.49,0.6931471824645996,[0.  0.1],0.6931469805599655,0.49,0.6931471824645996,[0.  0.1],0.6931469805599655,0.49,0.6931471824645996,[0.52216842 0.53435112],0.6914877836685074,0.44,0.702695662677288,[0.46749999 0.51500001],0.6918649517619337,0.47,0.6969329804182053,"[array([-0.07524248]), array([[0.03994856, 0.15335554, 0.28599465]])]",0.6885966931283474,0.46733668341708545,0.6954602339863777
164,32,[0.  0.1],0.6931469805599655,0.45,0.6931471824645996,[0.2164636  0.52186057],0.6897571496551101,0.56,0.6831808000802994,[0.  0.1],0.6931469805599655,0.45,0.6931471824645996,[0.51707305 0.51413893],0.6926537073257919,0.495,0.6939151895046234,[0.48499924 0.51749981],0.6926156342417252,0.5,0.6939289063215256,"[array([-0.02908674]), array([[0.01064218, 0.10675726, 0.1730826 ]])]",0.6909899102896452,0.5326633165829145,0.6843919384479523
165,33,[0.35513713 2.6455586 ],0.5705748970794997,0.71,0.5677669343352317,[0.48173819 3.45059731],0.5216406501038735,0.75,0.5318461414799094,[0.  0.1],0.6931469805599655,0.555,0.6931471824645996,[0.73541671 0.45768024],0.622506602683304,0.68,0.6059595596790314,[0.50749998 0.52749999],0.6923340967122664,0.555,0.6899074259400367,"[array([0.44876966]), array([[-0.11240084,  0.22266324,  1.63613023]])]",0.5735947877541184,0.6834170854271356,0.5945789889991283
166,33,[0.35905412 2.67606617],0.5682619283940598,0.76,0.5727022438868881,[0.43788974 3.49941135],0.5209266866970451,0.75,0.5139109555631876,[0.2003267 1.6876713],0.596349630196342,0.695,0.6168328935652971,[0.74226828 0.4585986 ],0.617548848672711,0.665,0.6203492757678032,[0.51250012 0.52499992],0.6923654536024424,0.55,0.6896761804819107,"[array([0.45601292]), array([[0.02582588, 0.22336989, 1.45226681]])]",0.5795014047622681,0.7185929648241206,0.5652930846810341
167,33,[0.34619295 2.59471216],0.5745132961212103,0.72,0.5489836014062166,[0.43610724 3.4061407 ],0.5347317551944544,0.805,0.4633369149267674,[0.2277077  1.50785726],0.6150857926086288,0.745,0.5493508683890105,[0.72573865 0.44615389],0.6281620092679531,0.695,0.5802960231900215,[0.5149997  0.52499976],0.6922966861205293,0.545,0.6898950001597405,"[array([0.50535035]), array([[-0.05114195,  0.02844978,  1.38555295]])]",0.5927423948794603,0.7788944723618091,0.5161024501919746
168,33,[0.33489047 2.69944243],0.5762889020320849,0.74,0.5589557706192135,[0.44840127 3.54326446],0.5236322519267709,0.74,0.5249603433907032,[0.22531089 1.61718147],0.5999407329590299,0.68,0.6217303693294525,[0.74579841 0.43962842],0.6150821375952287,0.625,0.6353143952786923,[0.52750007 0.53999997],0.6907886377710628,0.49,0.6963596886396408,"[array([0.56245924]), array([[-0.04763814,  0.05440361,  1.48636943]])]",0.5759700177237391,0.7236180904522613,0.586199647411704
169,33,[0.36833834 2.61410823],0.5656076918777374,0.675,0.5938645371422172,[0.47616565 3.51626295],0.5148039582395552,0.73,0.5672485971078277,[0.2244934  1.63198496],0.5975099951491365,0.665,0.6322424980998039,[0.75253554 0.48039215],0.61051270010843,0.655,0.6609913823008537,[0.51749999 0.5525    ],0.6900793309261363,0.485,0.7000905621051788,"[array([0.46971751]), array([[0.11650612, 0.072783  , 1.5866704 ]])]",0.5659984517097473,0.628140703517588,0.6347952705621719
170,34,[0.  0.1],0.6931469805599655,0.44,0.6931471824645996,[0.4171074  1.65203772],0.643931361296088,0.63,0.6386234796047211,[0.  0.1],0.6931469805599655,0.44,0.6931471824645996,[0.60762333 0.52407933],0.6796186772559087,0.6,0.672737840116024,[0.48000001 0.49749997],0.6927406237989326,0.56,0.690502245426178,"[array([0.15629497]), array([[ 0.04836648, -0.08767152,  0.85869632]])]",0.6631380082666873,0.6231155778894473,0.6595920875668526
171,34,[0.31857905 1.32544412],0.6595396377886984,0.57,0.6753015042841435,[0.41635411 1.79856545],0.6387241732363991,0.635,0.6551224292814731,[0.11571497 1.15006813],0.6729580403168562,0.53,0.6971519675850868,[0.62775333 0.51884058],0.6741095095699012,0.56,0.6967206817865371,[0.46749998 0.47749997],0.6915835645261689,0.495,0.694761507511139,"[array([0.15509022]), array([[0.14558339, 0.13154781, 0.76983861]])]",0.6606982181221247,0.628140703517588,0.6719780695438385
172,34,[0.2601438  1.39055767],0.6596395570719671,0.58,0.6704069252312184,[0.44406917 1.80167913],0.6369334510298457,0.635,0.6583762665092945,[0.10012919 1.14060902],0.6768798508516789,0.585,0.673303285241127,[0.62192395 0.54829546],0.6743104071796442,0.53,0.6933759799599648,[0.47499997 0.48000005],0.6921216131475441,0.515,0.6924716281890869,"[array([0.1095474]), array([[0.22949118, 0.03888315, 0.77521139]])]",0.6613412244617939,0.6130653266331658,0.666352808624506
173,34,[0.  0.1],0.6931469805599655,0.46,0.6931471824645996,[0.  0.1],0.6931469805599655,0.46,0.6931471824645996,[0.0889489  1.18019349],0.6769262432266254,0.595,0.6711928157508373,[0.61327232 0.54696133],0.6770082978483533,0.56,0.6796207611262798,[0.4675003  0.50000034],0.6920899855243005,0.48,0.6929038608074188,"[array([0.09757165]), array([[ 0.15965258, -0.00396592,  0.8461577 ]])]",0.6613848244771361,0.6080402010050251,0.6624808588624
174,34,[0.  0.1],0.6931469805599655,0.505,0.6931471824645996,[0.45200797 1.63749615],0.6469646148079892,0.675,0.6256313760578632,[0.11514774 0.97109329],0.6813187166807805,0.605,0.6654493069648743,[0.5940369  0.53167938],0.6825391533960264,0.625,0.6604901486635208,[0.46000007 0.48500024],0.6913202357471019,0.495,0.6957791301608086,"[array([0.0662771]), array([[-0.03558327,  0.09498848,  0.95194749]])]",0.662258777692914,0.6130653266331658,0.6607891519367695
175,35,[0.2798719  5.02521463],0.43496075499802783,0.905,0.2968836305104196,[0.32631007 6.63822219],0.35211300135600226,0.91,0.24623738432303072,[0.31370108 2.26904494],0.43623963934622706,0.89,0.3462115067988634,[0.87154158 0.34812289],0.48009462744357345,0.855,0.3856227868795395,[0.52249999 0.49250041],0.6925843074526483,0.535,0.6923598742485046,"[array([1.05832005]), array([[0.48453997, 0.44712881, 1.42905454]])]",0.4493355434108526,0.8542713567839196,0.34585165839642285
176,35,[0.26045083 5.35642675],0.39318013593062895,0.815,0.42203305205795916,[0.33831119 6.90142597],0.326984278950418,0.885,0.31269213639199733,[0.30652081 2.36409664],0.4152833680282928,0.86,0.41185793802142145,[0.88339928 0.34129689],0.4637206128023496,0.815,0.44885158617049453,[0.51749847 0.46999989],0.6919401272265326,0.5,0.695107007920742,"[array([1.12180934]), array([[0.49552554, 0.42209026, 1.50051043]])]",0.43294243194162846,0.8140703517587939,0.40095710173249244
177,35,[0.2694106  4.99581929],0.41519444887870377,0.835,0.40647654524073007,[0.32946475 6.78375196],0.3307519888186439,0.87,0.3626574034709483,[0.3122863  2.37254242],0.4103053203530196,0.815,0.4446882624179125,[0.88022821 0.3406593 ],0.4607226566725274,0.795,0.4609932915866375,[0.52250004 0.48249998],0.6923342470053462,0.515,0.6928097760677338,"[array([1.08343447]), array([[0.49000629, 0.53127978, 1.53642772]])]",0.4254884048551321,0.7989949748743719,0.43010461047291754
178,35,[0.27347357 4.89822915],0.4280474450131817,0.875,0.3636444502789527,[0.35326764 6.37781857],0.3545719015240678,0.89,0.28461835923604667,[0.32277295 2.28852123],0.42959283558403655,0.87,0.3730665946006775,[0.88201167 0.35815599],0.4653422319909605,0.83,0.4435579164326191,[0.53249995 0.48499997],0.6918649517619374,0.5,0.69548324406147,"[array([1.03635491]), array([[0.54333824, 0.61408697, 1.52293213]])]",0.43121013574302197,0.8291457286432161,0.40896008878946305
179,35,[0.26575407 5.51603992],0.393187705383398,0.795,0.4953001344925724,[0.33608481 6.71615135],0.3263852947685929,0.84,0.402891941992566,[0.34253532 2.38819635],0.39954306037619525,0.815,0.4961664205044508,[0.89423085 0.31541213],0.43768934138886023,0.735,0.557549045458436,[0.50500026 0.47999933],0.692721873408798,0.545,0.6923722550272942,"[array([1.25372205]), array([[0.44790371, 0.39259254, 1.64413364]])]",0.4018287884630263,0.7336683417085427,0.5370682579278946
180,36,[0.3726006  4.60451711],0.4047268114741888,0.845,0.3686353822844103,[0.39013074 6.88757472],0.3125190065998494,0.905,0.26238776218146087,[0.3178783  2.42350864],0.40579714317280086,0.87,0.3637061506509781,[0.88757404 0.34589037],0.4590418059940462,0.845,0.3975099473446608,[0.4675002  0.47750006],0.6915835645262137,0.455,0.69956758081913,"[array([1.13673562]), array([[0.21406739, 0.32558107, 2.10191849]])]",0.4028610430285335,0.8492462311557789,0.34679215773940086
181,36,[0.35377741 4.78161009],0.3934533312174061,0.825,0.39711541949305684,[0.39925672 6.96462261],0.30848885405398585,0.89,0.28418530997354535,[0.34816686 2.37517214],0.4082107735777288,0.86,0.36131288710981607,[0.90219571 0.34563758],0.4415637040044161,0.82,0.46135512471199036,[0.47000037 0.48249989],0.691940127224315,0.47,0.6972077813744545,"[array([1.27936365]), array([[0.26604681, 0.14590445, 2.2400141 ]])]",0.38188884444534776,0.8190954773869347,0.42766242362558843
182,36,[0.30847891 4.85238383],0.4057549225768908,0.795,0.39991805330850183,[0.40644115 6.75231717],0.3011268256214973,0.88,0.2926640450116247,[0.32069509 2.44801052],0.3980431469491678,0.84,0.3915289755910635,[0.89361716 0.329787  ],0.4433658796611762,0.795,0.4588671278953552,[0.50000032 0.50500049],0.6931219801436262,0.425,0.6937723281979561,"[array([1.19238727]), array([[0.12254404, 0.35301571, 2.17349854]])]",0.3872884673532099,0.7839195979899497,0.40708281185477974
183,36,[0.27209722 5.4965876 ],0.417401967767602,0.865,0.33079280401114375,[0.3890436  7.04635952],0.3065564677245987,0.89,0.25196669922210274,[0.31589376 2.44366416],0.40114064285083045,0.845,0.37815762478858234,[0.88668001 0.33445923],0.45886508328558245,0.83,0.40808083284646274,[0.4825004  0.48250002],0.6925343554467324,0.495,0.6941101944446564,"[array([1.15718238]), array([[0.22795066, 0.20415102, 1.99780408]])]",0.4081813693139702,0.8341708542713567,0.340063379406929
184,36,[0.28991594 5.41572644],0.3840586617034765,0.76,0.4902071978431195,[0.37144378 7.05685611],0.29637543067428274,0.845,0.3359446728322655,[0.32203163 2.53438151],0.3772720133408346,0.765,0.4792356502637267,[0.89863555 0.31468527],0.4338920486513304,0.765,0.5093535470217466,[0.49000002 0.51250002],0.6928907076121205,0.48,0.6946538245677948,"[array([1.27191643]), array([[0.17395662, 0.31891147, 2.04273782]])]",0.3855721870251,0.7638190954773869,0.43004474867135284
185,37,[0.42070927 3.05433213],0.5313752661509575,0.75,0.5461551940068603,[0.89919892 4.47056227],0.3767505002924848,0.815,0.42158302772790196,[0.30981274 1.84387992],0.5335671575767953,0.73,0.5597977713495493,[0.8389122  0.43302185],0.5391585928130231,0.68,0.6016149573028088,[0.45500007 0.51249994],0.6909629716338835,0.525,0.6934340703487396,"[array([0.7771529]), array([[0.05089968, 0.12224743, 2.56660419]])]",0.4359311947785318,0.7638190954773869,0.521830261349678
186,37,[0.38558339 3.21021743],0.5246708795716654,0.745,0.5613731412962079,[0.89885403 4.39662733],0.3870901758032086,0.815,0.382168268635869,[0.26765673 1.87413745],0.5396440906192111,0.765,0.5297788656502962,[0.8216561  0.44817071],0.5588988659891946,0.745,0.5249444298446179,[0.46749995 0.52250003],0.6915835645261705,0.53,0.690806919336319,"[array([0.63440196]), array([[0.07777471, 0.29894863, 2.40780402]])]",0.46281125539913776,0.8140703517587939,0.4231015352159739
187,37,[0.37334555 3.02543691],0.550711299232351,0.75,0.5034232072159648,[0.87442857 4.25726184],0.39540025074088264,0.825,0.3551709736511111,[0.26820712 1.87147084],0.5391802247726836,0.75,0.5371750363707543,[0.81606775 0.44171777],0.5627551114243934,0.745,0.5102890446782112,[0.46999999 0.54      ],0.6906447287300894,0.5,0.6970608952641487,"[array([0.5419573]), array([[-0.09141997,  0.47094701,  2.52905123]])]",0.4604318891838193,0.7989949748743719,0.43574016891419887
188,37,[0.46825894 2.5930097 ],0.5603120648187552,0.805,0.48251784443855283,[0.86612906 4.4596982 ],0.393110140728883,0.835,0.35896159153431656,[0.31080463 1.79688188],0.5448415505273065,0.81,0.5156311998516321,[0.82572583 0.44164048],0.5515362017942366,0.72,0.5507183185964822,[0.44999999 0.49      ],0.6905427904690535,0.43,0.6993634882569313,"[array([0.68299201]), array([[0.1108941 , 0.2660288 , 2.31937234]])]",0.46322388177737595,0.8291457286432161,0.42121130354702474
189,37,[0.42489789 2.96614279],0.5365776687226098,0.72,0.5801804134063423,[0.86426619 4.42411203],0.3908887802849455,0.805,0.3928437542170286,[0.30043967 1.82908403],0.538454694465252,0.735,0.5434494849294425,[0.83368873 0.43636369],0.5472454008352419,0.705,0.5730171120166778,[0.46749997 0.52500055],0.6914647248469579,0.525,0.6914263930916786,"[array([0.72745649]), array([[0.09302028, 0.2510857 , 2.44132233]])]",0.45098317694850265,0.8040201005025126,0.46946187820285556
190,38,[0.26429591 1.29123451],0.6601162618570241,0.685,0.6315165150165558,[0.61778753 1.81987485],0.6253794245635558,0.69,0.6045281074941158,[0.  0.1],0.6931469805599655,0.48,0.6931471824645996,[0.60000005 0.51622422],0.6813459385087802,0.63,0.6566579699516296,[0.51000257 0.51999839],0.6926468671664501,0.48,0.69544832020998,"[array([0.10701658]), array([[-0.16129747,  0.08236367,  1.09867427]])]",0.6551769093051553,0.6683417085427136,0.6325443962216377
191,38,[0.21101752 1.76445712],0.6464620910135153,0.575,0.6935875444859266,[0.49536393 1.95508357],0.6201587920428696,0.62,0.629863315820694,[0.16905714 1.18246142],0.662422926939387,0.585,0.6816382610797882,[0.61894773 0.50617359],0.6761526241961896,0.595,0.6741096377372742,[0.5        0.50249999],0.6931407305339233,0.485,0.6930534255504608,"[array([0.17741534]), array([[-0.12947093, -0.03640138,  1.16263718]])]",0.647349152714014,0.6231155778894473,0.6590988226234913
192,38,[0.  0.1],0.6931469805599655,0.45,0.6931471824645996,[0.49346156 1.93132636],0.6243955628306495,0.65,0.6181672339141369,[0.16875544 1.08267385],0.6691723540621006,0.61,0.6562309122085571,[0.62554118 0.51632037],0.6745228136020698,0.565,0.6803352555632591,[0.52499996 0.52000003],0.6921216131475433,0.45,0.698676447570324,"[array([0.17321897]), array([[0.00113565, 0.01087627, 1.03022884]])]",0.651537117883563,0.6482412060301508,0.6450054836273194
193,38,[0.24988298 1.35441512],0.6570289706626958,0.685,0.6394605764746666,[0.71353242 1.74085064],0.6240938046042129,0.69,0.6184582594037056,[0.  0.1],0.6931469805599655,0.565,0.6931471824645996,[0.60907126 0.52380947],0.6787890159279419,0.585,0.6658266465365886,[0.48999948 0.49750089],0.6930407238672427,0.435,0.6952537205815316,"[array([0.10670746]), array([[-0.05015687,  0.03619678,  1.07386787]])]",0.6534325154870748,0.6432160804020101,0.640860379487276
194,38,[0.3120222  1.52167619],0.6451551118973878,0.57,0.6872455640882253,[0.5919993 2.0247788],0.6131266480406603,0.635,0.6560210357606411,[0.  0.1],0.6931469805599655,0.51,0.6931471824645996,[0.65031989 0.51515198],0.6660494134870172,0.505,0.719886619746685,[0.52500003 0.48999996],0.6924217132148014,0.44,0.6977752727270127,"[array([0.20646368]), array([[0.09719094, 0.06298874, 1.02097548]])]",0.6441381727531552,0.6080402010050251,0.681809647679329
195,39,[0.18496201 2.43257563],0.6202265595516481,0.615,0.6687393615394831,[0.31903524 2.78223888],0.5880282026041056,0.655,0.6462692847847938,[0.15373014 1.47602195],0.6387941155934139,0.575,0.6787409050762654,[0.651686   0.50564972],0.667113980656616,0.58,0.6688798861205578,[0.49750007 0.45000041],0.6906365471109239,0.53,0.6877392065525055,"[array([0.14201751]), array([[-0.30276392,  0.29979879,  1.48864814]])]",0.6261748038604855,0.6532663316582915,0.6351554751396179
196,39,[0.18060375 2.15373439],0.6338339368142166,0.675,0.6215579457581043,[0.33958459 2.38691559],0.6085938623089148,0.75,0.5623828680813312,[0.16328054 1.28214062],0.6553585921480399,0.715,0.6129962231218815,[0.64253407 0.52100838],0.6699894760320086,0.575,0.6603042471408844,[0.50000008 0.45250003],0.690887324472832,0.55,0.6868378081917763,"[array([0.12360374]), array([[-0.20530233,  0.19710723,  1.40280111]])]",0.6327885080128908,0.6733668341708543,0.6086609052121639
197,39,[0.19650288 2.21966323],0.6345299505268508,0.665,0.6148418624699116,[0.37177627 2.60755604],0.5954957972377143,0.675,0.6106442520022393,[0.16356193 1.38916594],0.6461401307002191,0.61,0.6455386371910572,[0.64559835 0.47752802],0.668876088188189,0.54,0.6665764254331589,[0.49749999 0.43749999],0.68922424389218,0.505,0.6934208059310913,"[array([0.23459404]), array([[-0.52686478,  0.16291146,  1.61962851]])]",0.6218870802223683,0.6683417085427136,0.6515713754296303
198,39,[0.26328554 1.83835115],0.6343842875714758,0.66,0.6190690956264734,[0.34884853 2.44340931],0.6061201927965267,0.715,0.5646912633627653,[0.15884681 1.33546792],0.6515927954290902,0.66,0.6246102201938629,[0.64639642 0.50704225],0.668961427755885,0.595,0.6596938389539718,[0.50749891 0.43249887],0.6885205369563817,0.495,0.6967435076832771,"[array([0.15151844]), array([[-0.32995477,  0.19153527,  1.43009167]])]",0.6345372382178902,0.7035175879396985,0.598412100225687
199,39,[0.20777497 2.39987404],0.6226792229809792,0.65,0.6556844615191221,[0.34656128 2.69478927],0.5920039019687229,0.675,0.6207765913754701,[0.16602809 1.42865389],0.6410494260598248,0.595,0.6712820520997047,[0.66666671 0.51020418],0.6607768716557157,0.53,0.6939389230310917,[0.50750002 0.44749997],0.6903293913732713,0.525,0.6888978224992752,"[array([0.16785872]), array([[-0.14886364,  0.30923818,  1.42338134]])]",0.6215646976977587,0.6331658291457286,0.6537862151861191
200,40,[0.23078969 1.62457261],0.6456526091880559,0.59,0.6798899576067925,[0.32917745 2.17085137],0.6192900699648201,0.615,0.662547959536314,[0.15455927 1.40342518],0.6482930937817579,0.565,0.6945027703046799,[0.65100662 0.5255668 ],0.6666868132422831,0.56,0.7000481803715229,[0.45750006 0.48499993],0.6911135154615116,0.505,0.693781060576439,"[array([0.20459255]), array([[0.30838493, 0.10594438, 0.65177279]])]",0.6577932563796639,0.5628140703517588,0.6929735723137855
201,40,[0.  0.1],0.6931469805599655,0.43,0.6931471824645996,[0.  0.1],0.6931469805599655,0.43,0.6931471824645996,[0.  0.1],0.6931469805599655,0.43,0.6931471824645996,[0.62669685 0.53781513],0.6739370776547893,0.6,0.6665842343866825,[0.48749996 0.48750002],0.6928344479997435,0.57,0.6899590355157852,"[array([0.1062762]), array([[0.39602761, 0.22968952, 0.42138954]])]",0.6685605332255363,0.6633165829145728,0.6497541096806526
202,40,[0.23578112 1.51205582],0.6536840953236114,0.645,0.6475553444027901,[0.371699   2.10513771],0.6257759478911512,0.63,0.6362596650421619,[0.15099093 1.25107866],0.6606624783936759,0.575,0.6482894288003445,[0.61711713 0.55211267],0.6753647891914784,0.59,0.6648642608523369,[0.46500005 0.49750003],0.6919147281512815,0.545,0.6906757038831711,"[array([0.0974314]), array([[0.25749414, 0.04057698, 0.68554108]])]",0.6654581615328788,0.5778894472361809,0.6638942521810531
203,40,[0.26431042 1.44345142],0.6542178972040132,0.65,0.6446653993427753,[0.38948551 2.05937236],0.6270205906125415,0.69,0.6332304039597512,[0.15518936 1.30747804],0.6556900168397389,0.605,0.6672468975186348,[0.62500056 0.52186548],0.674734017187829,0.615,0.668161703646183,[0.4599999  0.49499971],0.6915202690926031,0.53,0.6920721516013145,"[array([0.17249355]), array([[0.17357213, 0.05796042, 0.66851066]])]",0.6653615124151111,0.592964824120603,0.6649381822347641
204,40,[0.2278584 1.5546655],0.6494013481933191,0.65,0.6605333197116852,[0.30663679 2.15259318],0.6265562642663732,0.665,0.6328461766242981,[0.15051092 1.28753004],0.6582533739091457,0.62,0.6551670883595944,[0.63409094 0.53203346],0.6722028016274629,0.58,0.6767856039106845,[0.43999984 0.48499985],0.6893132566440676,0.47,0.7033276396989823,"[array([0.11563803]), array([[0.3182135 , 0.26182291, 0.55249914]])]",0.6643314123153686,0.6180904522613065,0.6672856509685516
205,41,[0.  0.1],0.6931469805599655,0.52,0.6931471824645996,[0.4781546  5.48831199],0.4011852332050417,0.825,0.3777247937768698,[0.31137622 2.0389248 ],0.4916997367580014,0.795,0.510967033058405,[0.83367984 0.3679245 ],0.5329227297631174,0.72,0.5836994434893131,[0.52249999 0.47249997],0.6918839278239096,0.46,0.6986152815818787,"[array([0.86371696]), array([[0.01545192, 0.41906772, 1.86718375]])]",0.47759175891056654,0.7386934673366834,0.5098846799135208
206,41,[0.30450695 3.73145851],0.5440141478487809,0.815,0.45203641600906846,[0.49644701 5.40371146],0.40351420632821866,0.86,0.3626954952441156,[0.29435278 2.01433832],0.5010107979399127,0.795,0.4866853480041027,[0.82721387 0.36904758],0.5437990337181884,0.75,0.539519729912281,[0.51499984 0.48750015],0.6927656805177475,0.505,0.6932284757494926,"[array([0.8268306]), array([[0.05080073, 0.39558864, 1.79390936]])]",0.49098775297403335,0.7788944723618091,0.45731004774570466
207,41,[0.  0.1],0.6931469805599655,0.535,0.6931471824645996,[0.51133775 5.4183979 ],0.3946860452642032,0.815,0.3877350183390081,[0.28810144 2.07315842],0.49171730312070366,0.765,0.5215081580728292,[0.81223636 0.34769226],0.5494625094616109,0.75,0.5171671831607818,[0.50249992 0.48500011],0.6929156967717874,0.525,0.6933786028623581,"[array([0.78863337]), array([[-0.16991704,  0.49139375,  1.86869552]])]",0.489998268969357,0.7386934673366834,0.457715515345335
208,41,[0.  0.1],0.6931469805599655,0.465,0.6931471824645996,[0.50869508 5.57113542],0.38618976399300964,0.83,0.41676396302878854,[0.  0.1],0.6931469805599655,0.465,0.6931471824645996,[0.8329765  0.38253009],0.5403113766740585,0.765,0.5484503968060017,[0.52499909 0.49750039],0.6925154698574753,0.505,0.6950803798437118,"[array([0.82615086]), array([[0.14243696, 0.46547516, 1.8979183 ]])]",0.47890712891705334,0.7788944723618091,0.49383850552141667
209,41,[0.39487831 3.45887743],0.5331697154847127,0.745,0.5139155280403793,[0.55627832 5.34148767],0.3892853257676305,0.825,0.4119853702932596,[0.30590852 2.01518266],0.4987248573832977,0.79,0.48479906126856803,[0.82278492 0.36923071],0.545183184628642,0.755,0.5276753906160593,[0.50500149 0.50750083],0.6930657280366108,0.485,0.6939285263419152,"[array([0.86365329]), array([[-0.04877257,  0.25535085,  1.98830595]])]",0.47954506855458023,0.7738693467336684,0.4962219415605068
210,42,[0.37152297 2.5403616 ],0.5954937247792382,0.715,0.5549715572595596,[0.96279349 5.7060631 ],0.3046262835008218,0.85,0.2764582316763699,[0.43829299 1.97973981],0.4730974986753925,0.795,0.4661354943364859,[0.86842109 0.3377049 ],0.48511659138830254,0.78,0.5008344452828168,[0.42999998 0.42999996],0.6833147135741868,0.505,0.7016352495551109,"[array([0.94432838]), array([[-0.3674543 ,  0.99924832,  3.10393617]])]",0.35178647680208086,0.8190954773869347,0.37096526311710476
211,42,[0.27154871 2.9793522 ],0.5937471856676748,0.745,0.5318223374895752,[0.95932625 5.98737369],0.30151020554459673,0.855,0.29134434412233534,[0.43786489 2.0248984 ],0.4635984883616442,0.775,0.5030653636157513,[0.86530664 0.32038891],0.48517554847230815,0.765,0.4971887235343456,[0.45750034 0.46500145],0.6901125468432572,0.63,0.6759966892004013,"[array([0.91049653]), array([[-0.36609589,  1.06700621,  2.92991895]])]",0.36229583266191184,0.8090452261306532,0.33142622239887715
