,agent,fit_parameters_mf,train_nlp_mf,test_acc_mf,test_nlp_mf,fit_parameters_mb,train_nlp_mb,test_acc_mb,test_nlp_mb,fit_parameters_habit,train_nlp_habit,test_acc_habit,test_nlp_habit,fit_parameters_wsls,train_nlp_wsls,test_acc_wsls,test_nlp_wsls,fit_parameters_kdh,train_nlp_kdh,test_acc_kdh,test_nlp_kdh,fit_parameters_logistic_regression,train_nlp_logistic_regression,test_acc_logistic_regression,test_nlp_logistic_regression
10,2,[0.30325722 3.99397203],0.5272731901035241,0.77,0.5040901349205523,[0.97198288 7.11714604],0.2685040221715536,0.85,0.26527913151774557,[0.38173853 1.94666507],0.49573597133012465,0.78,0.4954463479667902,[0.8645834  0.38557995],0.5046579643536585,0.765,0.4768059459328651,[0.46750002 0.48749997],0.6919337192439791,0.475,0.6952113711833954,"[array([0.85773107]), array([[-0.18528846,  1.03041185,  3.51524332]])]",0.33032023747451605,0.8190954773869347,0.35657985772937534
11,2,[0.31388151 3.84346146],0.5331286259141333,0.785,0.47675661638379097,[0.96466923 7.92330297],0.26011351536203386,0.85,0.2980860019801185,[0.36488816 1.99291238],0.4895479482948451,0.765,0.5169081347435713,[0.8583335  0.37304073],0.5090487074600363,0.765,0.46056528002023694,[0.46499995 0.49250001],0.6918647260677568,0.48,0.695031482577324,"[array([0.91531433]), array([[-0.22957301,  0.9537484 ,  3.40578359]])]",0.3398325969465077,0.864321608040201,0.3180876913294196
12,2,[0.36923078 3.70052698],0.5194718950624712,0.76,0.5035648902785033,[0.95458513 6.95128016],0.2824886294757942,0.84,0.20716555071529,[0.43180256 1.85774181],0.5019212665603132,0.785,0.47377187326550485,[0.88008572 0.39457828],0.4933211481173494,0.76,0.520141376927495,[0.4974994  0.51249973],0.6929844642542469,0.545,0.6936597660183906,"[array([0.93585404]), array([[0.08285078, 0.9322341 , 3.1618397 ]])]",0.35479794166982176,0.9045226130653267,0.26561464017257097
13,2,[0.383555   3.87215631],0.49661423174776503,0.685,0.5702852457016706,[0.94702451 8.03287529],0.24647075964909448,0.785,0.3153832707088441,[0.39486676 1.98655489],0.4833461781071341,0.75,0.5403393878042698,[0.88559329 0.39449539],0.4848437433879593,0.745,0.5472529755532741,[0.45499998 0.50249999],0.6911129878879442,0.48,0.698796442747116,"[array([0.95742736]), array([[-0.03654592,  0.97677507,  3.5595042 ]])]",0.3212386947404593,0.8190954773869347,0.37652241487056015
14,2,[0.3771539  3.86310542],0.5180475315829715,0.72,0.5230840627569705,[0.98569758 7.28756592],0.26679683275686955,0.85,0.23560729916207493,[0.42852046 1.85698944],0.5032976123472673,0.81,0.4611258088052273,[0.8795706  0.40119945],0.49582284053810627,0.78,0.5024245728552341,[0.475 0.515],0.6922966861203769,0.495,0.6934968501329422,"[array([0.88651003]), array([[-0.02379839,  1.15208941,  3.58646598]])]",0.32522926148958503,0.8291457286432161,0.3599267790839076
15,3,[0.28553338 3.73672076],0.5293853379773396,0.71,0.5924957988876849,[0.62314    4.55658251],0.4176483263265858,0.78,0.47941804464906457,[0.29794158 1.94351328],0.5170858559827596,0.745,0.5702946270257234,[0.82627107 0.38532101],0.5457750386634374,0.72,0.5689748673141003,[0.52499998 0.50749992],0.6924654677729757,0.545,0.6914279019832611,"[array([0.77542125]), array([[-0.08205872,  0.35467001,  2.05830415]])]",0.48048855347558855,0.7135678391959799,0.5160139349102973
16,3,[0.30929713 3.2560694 ],0.5525845911510745,0.775,0.5026275767758489,[0.59805051 4.5890385 ],0.43432216079931807,0.855,0.4120976096019149,[0.  0.1],0.6931469805599655,0.54,0.6931471824645996,[0.81623938 0.39274922],0.5571362835940366,0.755,0.5314608278870583,[0.525      0.50999999],0.6924217132147992,0.54,0.6913716188073158,"[array([0.71147824]), array([[-0.07780515,  0.48648804,  1.93343564]])]",0.49753709623590114,0.7638190954773869,0.45198760740458965
17,3,[0.35672407 3.02787308],0.5474458075645551,0.77,0.4981473749317229,[0.59645822 4.48943662],0.4410700408864737,0.83,0.37991882525384424,[0.30490608 1.8262873 ],0.5400899791633549,0.795,0.4776019100099802,[0.81561804 0.39940751],0.5605440176560542,0.77,0.514502778723836,[0.53500042 0.5325001 ],0.6908639831416207,0.475,0.698738525211811,"[array([0.74011094]), array([[-0.03992848,  0.37413213,  1.94368383]])]",0.4995830699801445,0.7839195979899497,0.4364520874619484
18,3,[0.36739989 3.22572965],0.5215742020931569,0.71,0.59204605974257,[0.58831472 4.83526372],0.42311401901657353,0.815,0.45177744250744584,[0.33278083 1.85470022],0.5270691673236715,0.73,0.5327910031378269,[0.8333334  0.38575665],0.541959930550497,0.71,0.5890239411592484,[0.51500054 0.51499973],0.6926969130360141,0.55,0.6905964130163192,"[array([0.82377374]), array([[-6.69882674e-04,  3.99615344e-01,  1.99204189e+00]])]",0.4805005159415305,0.7386934673366834,0.5120200579613448
19,3,[0.28995776 3.53205065],0.539857946766883,0.785,0.5270294479094446,[0.57207366 4.6591079 ],0.42844649720846456,0.81,0.43680866427719595,[0.28598921 1.95877915],0.5170309942739385,0.715,0.5708061764389276,[0.82089558 0.38181815],0.5507137096626414,0.72,0.5531534470617772,[0.53000077 0.52499989],0.6916211791040286,0.5,0.694574303328991,"[array([0.79037221]), array([[-0.0808141 ,  0.38828252,  2.0646505 ]])]",0.4805399535037577,0.7286432160804021,0.5183807966858148
20,4,[0.02228712 5.30978407],0.6466992094614662,0.62,0.6356600722670556,[ 0.01602476 10.        ],0.6303600072878074,0.62,0.6339843765646219,[0.06854406 1.91035996],0.613353027316012,0.585,0.6661278437823057,[0.64285717 0.4020356 ],0.6626508967989434,0.58,0.6796952921152115,[0.60750002 0.59750002],0.6719325798010429,0.59,0.678071515262127,"[array([0.42904332]), array([[0.06288754, 0.21881496, 0.22700425]])]",0.6596969594433904,0.5829145728643216,0.6726358926296234
