,n_trial,action_stage_1,state_of_stage_2,transition_type,reward,probs_action_0,correct,delta_q
0,0,1,0,0,0,0.5,0,0.0
1,1,1,0,0,0,0.5,0,0.0
2,2,0,1,0,0,0.5,0,0.0
3,3,1,1,1,0,0.5,0,0.0
4,4,0,0,1,1,0.5,0,0.3169646
5,5,0,0,1,1,0.9198795,0,0.53470296
6,6,0,1,0,0,0.98397344,0,0.34638974
7,7,0,0,1,0,0.9350688,0,0.24483553
8,8,0,0,1,1,0.8682185,0,0.48881355
9,9,0,1,0,0,0.9773347,0,0.31666178
10,10,0,0,1,1,0.9197074,0,0.5430841
11,11,0,0,1,1,0.98496,0,0.6947786
12,12,0,0,1,0,0.9952742,0,0.47933266
13,13,0,0,1,1,0.97565985,0,0.64642876
14,14,0,0,1,1,0.993157,0,0.76040787
15,15,0,0,1,0,0.9971436,0,0.5209938
16,16,0,0,1,1,0.9822208,0,0.67286396
17,17,0,0,1,1,0.99441034,0,0.7771744
18,18,0,0,1,1,0.99748874,0,0.84858775
19,19,0,1,0,0,0.99854946,0,0.54972965
20,20,0,0,1,1,0.9856996,0,0.7037323
21,21,0,0,1,0,0.99558765,0,0.4881444
22,22,0,0,1,1,0.97722024,0,0.65408796
23,23,0,1,0,0,0.9935464,0,0.4237294
24,24,0,0,1,0,0.9631313,0,0.3004386
25,25,0,0,1,1,0.90998536,0,0.5283979
26,26,0,0,1,1,0.9831896,0,0.682559
27,27,0,1,0,0,0.99481034,0,0.44217342
28,28,0,0,1,1,0.9678558,0,0.6309025
29,29,0,0,1,1,0.9922947,0,0.75588614
30,30,0,0,1,0,0.9970427,0,0.5216511
31,31,0,0,1,0,0.982309,0,0.35864857
32,32,0,0,1,1,0.94057006,0,0.5627222
33,33,0,0,1,1,0.9870434,0,0.70260197
34,34,0,0,1,0,0.99554926,0,0.48122737
35,35,0,0,1,1,0.97600394,0,0.6456004
36,36,0,1,0,0,0.9931136,0,0.41823098
37,37,0,1,0,0,0.96159804,0,0.27093717
38,38,0,1,0,0,0.8895632,0,0.17551774
39,39,1,1,1,1,0.79438007,0,-0.14144687
40,40,0,0,1,1,0.25177312,0,0.13704732
41,41,0,0,1,1,0.74179137,0,0.32164255
42,42,0,0,1,0,0.9224945,0,0.12697105
43,43,0,0,1,1,0.72665364,0,0.30717587
44,44,0,1,0,0,0.9141454,0,0.09976754
45,45,0,0,1,0,0.6831392,0,-0.02190648
46,46,0,0,1,1,0.4579283,0,0.20739867
47,47,0,0,1,1,0.83160204,0,0.36262503
48,48,0,0,1,1,0.9422587,0,0.4675098
49,49,0,0,1,1,0.97340167,0,0.53825873
50,50,0,0,1,0,0.98439956,1,0.26894215
51,51,1,1,1,1,0.88804495,1,0.055572
52,52,1,1,1,1,0.6053766,1,-0.092226304
53,53,0,1,0,0,0.329562,1,-0.27476227
54,54,1,1,1,0,0.10757623,1,-0.051360164
55,55,1,1,1,1,0.4023972,1,-0.21816874
56,56,1,1,1,1,0.15710123,1,-0.3351143
57,57,1,0,0,1,0.0704061,1,-0.4126485
58,58,1,1,1,1,0.04002121,1,-0.4668569
59,59,1,1,1,1,0.026728818,1,-0.5057024
60,60,1,1,1,1,0.019956522,1,-0.53328246
61,61,1,0,0,0,0.016199946,1,-0.22919083
62,62,1,1,1,1,0.14618652,1,-0.35571823
63,63,1,1,1,0,0.06070386,1,-0.121733844
64,64,1,1,1,1,0.28142935,1,-0.27537274
65,65,1,1,1,0,0.10712576,1,-0.06273164
66,66,1,1,1,1,0.38153216,1,-0.23264581
67,67,1,1,1,1,0.14289704,1,-0.34909904
68,68,1,1,1,0,0.06367598,1,-0.11170788
69,69,1,1,1,0,0.29730174,1,0.051804002
70,70,1,1,1,1,0.5984244,1,-0.15293425
71,71,0,0,1,1,0.23547791,1,0.038671833
72,72,0,0,1,0,0.5739005,1,-0.14764588
73,73,1,1,1,1,0.24288778,1,-0.28860047
74,74,1,1,1,1,0.09776579,1,-0.3853042
75,75,1,1,1,1,0.0489418,1,-0.45144287
76,76,1,1,1,1,0.029996224,1,-0.49655104
77,77,1,1,1,0,0.021382395,1,-0.21027386
78,78,1,0,0,0,0.16532022,1,-0.007340468
79,79,1,1,1,1,0.48587286,1,-0.19886567
80,80,1,1,1,1,0.17780095,1,-0.32792228
81,81,1,1,1,0,0.07411806,1,-0.097791
82,82,0,0,1,0,0.3201644,1,-0.23196785
83,83,1,1,1,1,0.14353761,1,-0.38953754
84,84,1,1,1,0,0.04744661,1,-0.18037227
85,85,1,0,0,0,0.19958122,1,-0.026493836
86,86,0,0,1,0,0.44917378,1,-0.119071774
87,87,1,1,1,1,0.28559324,1,-0.3460331
88,88,1,1,1,0,0.065098144,1,-0.1828679
89,89,1,0,0,0,0.19652906,1,-0.057050936
90,90,1,0,0,0,0.39190608,1,0.025388584
91,91,0,0,1,0,0.54871964,1,-0.037563078
92,92,1,1,1,1,0.4281886,1,-0.31415328
93,93,1,0,0,0,0.081730574,1,-0.1623411
94,94,1,1,1,1,0.2226882,1,-0.402196
95,95,1,1,1,1,0.043230575,1,-0.5622484
96,96,1,1,1,0,0.013003342,1,-0.35199407
97,97,1,1,1,1,0.06235974,1,-0.522309
98,98,1,1,1,1,0.017603172,1,-0.63827986
99,99,1,1,1,1,0.0072828582,1,-0.71706015
100,100,1,1,1,0,0.0039837062,0,-0.45349678
101,101,1,1,1,1,0.029539447,0,-0.5888501
102,102,1,0,0,0,0.010620417,0,-0.34004068
