,n_trial,action_stage_1,state_of_stage_2,transition_type,reward,probs_action_0,correct,delta_q
0,0,1,1,1,1,0.5,1,-0.36283168
1,1,1,1,1,1,0.036033403,1,-0.5956418
2,2,1,1,1,1,0.004516657,1,-0.74429584
3,3,1,1,1,1,0.0011788952,1,-0.8388103
4,4,1,1,1,1,0.00050113624,1,-0.89867735
5,5,1,1,1,1,0.0002914299,1,-0.93647164
6,6,1,1,1,1,0.00020696183,1,-0.9602604
7,7,1,1,1,1,0.00016684932,1,-0.9751935
8,8,1,1,1,1,0.00014574299,1,-0.9845449
9,9,1,1,1,1,0.00013390751,1,-0.99038804
10,10,1,1,1,0,0.00012700514,1,-0.63120013
11,11,1,1,1,1,0.0032769772,1,-0.7634897
12,12,1,1,1,1,0.0009909451,1,-0.84905505
13,13,1,1,1,1,0.00045674414,1,-0.904069
14,14,1,1,1,1,0.0002775425,1,-0.9392583
15,15,1,0,0,0,0.00020180421,1,-0.56059974
16,16,1,0,0,0,0.006193528,1,-0.33459604
17,17,0,0,1,1,0.04605167,1,0.028235644
18,18,0,0,1,0,0.5635949,1,-0.10178591
19,19,0,0,1,0,0.28455067,1,-0.18594196
20,20,1,0,0,0,0.1565264,1,-0.056840584
21,21,1,0,0,0,0.37405148,1,0.022548178
22,22,1,0,0,0,0.55088484,1,0.07132479
23,23,0,0,1,1,0.6561256,1,0.37545815
24,24,0,0,1,0,0.9677353,1,0.209906
25,25,0,0,1,0,0.8700471,1,0.104247175
26,26,1,1,1,1,0.71996623,1,-0.2656441
27,27,1,1,1,0,0.082696326,1,-0.12442194
28,28,0,1,0,1,0.24470747,1,0.18852882
29,29,0,0,1,0,0.8465424,1,-0.0047864895
30,30,0,0,1,1,0.48916242,1,0.24022458
31,31,0,0,1,0,0.8980742,1,0.038425263
32,32,0,0,1,0,0.58614814,1,-0.08944071
33,33,0,1,0,1,0.30785343,1,0.21625844
34,34,1,1,1,1,0.8764157,1,-0.057472024
35,35,1,0,0,1,0.37271324,1,-0.19314589
36,36,0,1,0,1,0.1481029,1,-0.004158672
37,37,0,0,1,0,0.49058357,1,-0.27072737
38,38,1,0,0,0,0.079269856,1,0.00564801
39,39,0,0,1,1,0.51278746,1,0.19639455
40,40,0,0,1,1,0.85557157,1,0.32359877
41,41,0,1,0,1,0.94936883,1,0.41713864
42,42,0,1,0,1,0.9776546,1,0.47383767
43,43,0,0,1,0,0.9865087,1,0.13433191
44,44,0,0,1,0,0.7715014,1,-0.07979802
45,45,1,1,1,1,0.32677048,1,-0.30518386
46,46,1,1,1,1,0.05927722,1,-0.44001594
47,47,1,1,1,1,0.018239416,1,-0.5206758
48,48,1,1,1,1,0.008868007,1,-0.5689283
49,49,1,0,0,1,0.005746054,1,-0.56773376
50,50,1,1,1,1,0.0058082025,0,-0.5970808
51,51,1,1,1,0,0.0044584246,0,-0.25180438
52,52,1,1,1,0,0.09271719,0,-0.029495621
53,53,0,1,0,0,0.43360004,0,-0.15997685
54,54,1,1,1,0,0.19013919,0,-0.011823159
55,55,1,1,1,0,0.47325137,0,0.080053575
56,56,1,0,0,1,0.6737386,0,-0.24514747
57,57,1,1,1,0,0.09791576,0,-0.057147354
58,58,1,0,0,1,0.37340108,0,-0.33429283
59,59,1,0,0,1,0.046172474,0,-0.50403917
60,60,1,1,1,1,0.0102955,0,-0.57327026
61,61,1,0,0,1,0.0055256686,0,-0.6492588
62,62,1,1,1,0,0.0027838552,0,-0.31263247
63,63,1,1,1,0,0.05562479,0,-0.10472569
64,64,1,1,1,0,0.2791607,0,0.02353631
65,65,0,1,0,0,0.5530983,0,-0.064996034
66,66,0,1,0,0,0.35692203,0,-0.11932312
67,67,1,1,1,0,0.25334415,0,-0.037906054
68,68,0,0,1,1,0.41499317,0,0.32833037
69,69,0,1,0,0,0.9513898,0,0.14684166
70,70,0,0,1,0,0.79086125,0,0.07668692
71,71,0,0,1,1,0.66699994,0,0.3819434
72,72,0,0,1,1,0.96952,0,0.57101715
73,73,0,0,1,0,0.99436104,0,0.3251413
74,74,0,1,0,0,0.9500362,0,0.14462225
75,75,0,1,0,0,0.7875166,0,0.03669019
76,76,1,1,1,0,0.5823306,0,0.0864309
77,77,0,1,0,0,0.686307,0,0.021831488
78,78,0,0,1,1,0.54927814,0,0.36644056
79,79,0,1,0,0,0.965085,0,0.18891619
80,80,0,0,1,1,0.8469977,0,0.4741808
81,81,0,0,1,1,0.98655003,0,0.6492259
82,82,0,0,1,1,0.99721533,0,0.7565574
83,83,0,0,1,1,0.9989449,0,0.8223228
84,84,0,0,1,1,0.9994182,0,0.8625923
85,85,0,0,1,1,0.99959594,0,0.88723433
86,86,0,0,1,1,0.99967676,0,0.90230435
87,87,0,0,1,1,0.999718,0,0.91151524
88,88,0,0,1,1,0.99974054,0,0.91714185
89,89,0,0,1,1,0.9997534,0,0.92057717
