,n_trial,action_stage_1,state_of_stage_2,transition_type,reward,probs_action_0,correct,delta_q
0,0,1,1,1,1,0.5,1,-0.20612179
1,1,1,1,1,1,0.41270298,1,-0.3702819
2,2,1,0,0,1,0.34665334,1,-0.49160016
3,3,0,1,0,1,0.30123293,1,-0.27618924
4,4,1,1,1,1,0.38396993,1,-0.3821296
5,5,1,0,0,0,0.3420749,1,-0.25052357
6,6,1,1,1,1,0.39441255,1,-0.3647457
7,7,1,1,1,1,0.3488026,1,-0.45466143
8,8,1,1,1,1,0.31470615,1,-0.52541304
9,9,1,1,1,1,0.28919262,1,-0.58106244
10,10,0,0,1,1,0.2700125,1,-0.420231
11,11,1,1,1,1,0.32755232,1,-0.46398458
12,12,1,1,1,1,0.31127483,1,-0.49837232
13,13,1,1,1,1,0.2987987,1,-0.5253892
14,14,0,0,1,0,0.28920102,1,-0.60319483
15,15,0,0,1,0,0.26261106,1,-0.6650964
16,16,1,0,0,0,0.24261543,1,-0.46357197
17,17,1,1,1,1,0.31142625,1,-0.5309445
18,18,1,1,1,1,0.28725034,1,-0.58318716
19,19,0,0,1,1,0.2692963,1,-0.42740518
20,20,1,1,1,1,0.32485336,1,-0.46791434
21,21,0,0,1,0,0.30983466,1,-0.5495645
22,22,0,0,1,0,0.28076977,1,-0.61439276
23,23,1,1,1,0,0.25891644,1,-0.43968093
24,24,0,0,1,0,0.3202621,1,-0.49110985
25,25,1,1,1,1,0.30140963,1,-0.5574254
26,26,0,0,1,0,0.27806073,1,-0.5981921
27,27,1,1,1,1,0.26427257,1,-0.650627
28,28,1,1,1,1,0.24719524,1,-0.692061
29,29,1,1,1,1,0.23423567,1,-0.72478265
30,30,0,0,1,1,0.2243396,1,-0.55095166
31,31,1,1,1,1,0.28029054,1,-0.57677835
32,32,1,0,0,0,0.27146026,1,-0.3771615
33,33,1,0,0,0,0.34399125,1,-0.22154894
34,34,1,1,1,1,0.40631792,1,-0.32327873
35,35,1,1,1,1,0.36509195,1,-0.40206602
36,36,1,0,0,0,0.33443695,1,-0.23942915
37,37,0,0,1,0,0.39895716,1,-0.31100127
38,38,1,0,0,0,0.36997676,1,-0.18380913
39,39,1,1,1,1,0.42198947,1,-0.31120464
40,40,0,1,0,1,0.3698956,1,-0.14150071
41,41,0,0,1,0,0.43974534,1,-0.23693752
42,42,1,0,0,1,0.39998025,1,-0.31474882
43,43,1,1,1,0,0.36848283,1,-0.18940009
44,44,0,0,1,0,0.41965705,1,-0.25856066
45,45,1,1,1,1,0.3911316,1,-0.3629222
46,46,1,1,1,1,0.34951186,1,-0.4446807
47,47,0,0,1,0,0.31840202,1,-0.49948043
48,48,0,0,1,0,0.29840145,1,-0.5428697
49,49,1,0,0,0,0.28308958,1,-0.38420844
50,50,0,0,1,0,0.34127456,0,-0.419217
51,51,1,1,1,0,0.3279347,0,-0.31346723
52,52,0,1,0,0,0.36899346,0,-0.32767963
53,53,0,0,1,0,0.36334765,0,-0.35193783
54,54,1,0,0,1,0.35379836,0,-0.4583521
55,55,1,1,1,0,0.31334537,0,-0.3445277
56,56,1,1,1,0,0.35670343,0,-0.25411275
57,57,0,0,1,1,0.39294615,0,-0.062161524
58,58,0,0,1,1,0.4734258,0,0.08963275
59,59,0,1,0,0,0.5382793,0,-0.0026531199
60,60,0,0,1,1,0.4988647,0,0.13844548
61,61,1,0,0,1,0.5589659,0,-0.004306912
62,62,0,0,1,1,0.49815705,0,0.108481616
63,63,1,1,1,0,0.54628694,0,0.21451373
64,64,1,1,1,0,0.5907741,0,0.2974805
65,65,0,0,1,1,0.62461287,0,0.3857819
66,66,0,0,1,1,0.65933067,0,0.4548965
67,67,1,1,1,0,0.68538064,0,0.5198014
68,68,0,0,1,0,0.7088289,0,0.36776426
69,69,1,1,1,0,0.65237004,0,0.41852868
70,70,0,0,1,0,0.67180556,0,0.29668254
71,71,1,1,1,1,0.62429255,0,0.13025731
72,72,0,0,1,1,0.5555081,0,0.23886968
73,73,1,1,1,0,0.6008132,0,0.31186697
74,74,0,0,1,1,0.6303686,0,0.39809808
75,75,0,0,1,0,0.6640496,0,0.26038086
76,76,0,0,1,1,0.6096101,0,0.35656303
