,n_trial,action_stage_1,state_of_stage_2,transition_type,reward,probs_action_0,correct,delta_q
0,0,0,0,1,1,0.5,1,0.766874
1,1,0,0,1,0,0.99106574,1,0.18603872
2,2,0,0,1,0,0.75811017,1,0.03825792
3,3,1,1,1,1,0.55846083,1,-0.72861606
4,4,1,1,1,1,0.011273406,1,-0.9146548
5,5,1,1,1,1,0.0036248257,1,-0.9529127
6,6,1,1,1,1,0.002868094,1,-0.9601603
7,7,1,1,1,1,0.0027435967,1,-0.9614673
8,8,1,1,1,1,0.0027217255,1,-0.96169543
9,9,1,1,1,1,0.0027179264,1,-0.9617343
10,10,1,1,1,1,0.0027172794,1,-0.9617408
11,11,1,0,0,0,0.002717171,1,-0.11124824
12,12,1,0,0,1,0.3355686,1,-0.75096565
13,13,1,1,1,0,0.009841995,1,-0.16369049
14,14,1,1,1,1,0.26793596,1,-0.77109164
15,15,1,1,1,1,0.008707827,1,-0.92280203
16,16,1,0,0,0,0.003448558,1,-0.17653911
17,17,1,1,1,1,0.25274694,1,-0.844008
18,18,1,0,0,0,0.0055824993,1,-0.10298953
19,19,1,1,1,1,0.34696797,1,-0.8344823
20,20,1,1,1,1,0.005916776,1,-0.9428833
21,21,1,1,1,1,0.0030497191,1,-0.9589474
22,22,1,0,0,1,0.0027640495,1,-0.8777098
23,23,1,1,1,1,0.00454369,1,-0.94931144
24,24,1,1,1,1,0.0029320347,1,-0.95990324
25,25,1,1,1,1,0.0027479182,1,-0.96147007
26,26,1,0,0,0,0.0027216794,1,-0.18245913
27,27,1,1,1,1,0.24594334,1,-0.84647226
28,28,1,1,1,1,0.005499126,1,-0.9446916
29,29,1,1,1,1,0.0030161454,1,-0.95922
30,30,1,1,1,0,0.0027594392,1,-0.19449504
31,31,1,1,1,0,0.2324959,1,-0.008774195
32,32,1,0,0,0,0.48653406,1,0.020526776
33,33,1,1,1,1,0.53146887,1,-0.73310316
34,34,1,1,1,1,0.010970399,1,-0.9155943
35,35,1,1,1,1,0.0036040503,1,-0.95309246
36,36,1,0,0,0,0.0028649392,1,-0.109974146
37,37,1,1,1,1,0.33731517,1,-0.8354807
38,38,1,1,1,1,0.005880827,1,-0.9430259
39,39,1,1,1,0,0.0030470593,1,-0.19209373
40,40,0,1,0,1,0.23513737,1,0.5547843
41,41,0,0,1,0,0.9679096,1,-0.11398034
42,42,0,0,1,0,0.33183855,1,-0.2131034
43,43,0,1,0,1,0.21273236,1,0.61354226
44,44,0,0,1,0,0.9774095,1,-0.10551957
45,45,0,0,1,0,0.34345636,1,-0.211886
46,46,1,1,1,1,0.21398698,1,-0.8661011
47,47,1,1,1,1,0.0048777573,1,-0.96422476
48,48,1,1,1,1,0.0026761524,1,-0.9789392
49,49,1,1,1,1,0.0024455234,1,-0.9811453
50,50,1,1,1,1,0.0024126978,0,-0.98147607
51,51,1,1,1,1,0.002407815,0,-0.9815256
52,52,1,1,1,0,0.0024070842,0,-0.21465905
53,53,1,0,0,1,0.21113695,0,-0.78289175
54,54,1,1,1,0,0.0081041325,0,-0.11267318
55,55,1,1,1,0,0.33362058,0,-0.002796444
56,56,1,0,0,1,0.4957073,0,-0.82415783
57,57,1,1,1,0,0.0063015833,0,-0.10644912
58,58,1,1,1,0,0.34217045,0,-5.2258532e-05
59,59,0,0,1,1,0.49991977,0,0.83443135
60,60,0,0,1,0,0.9940814,0,0.19258092
61,61,0,1,0,0,0.76540023,0,0.012713399
62,62,1,0,0,1,0.51950634,0,-0.75094485
63,63,1,1,1,0,0.009843241,0,-0.08446735
64,64,1,1,1,0,0.37316546,0,0.014117284
65,65,0,0,1,1,0.52165776,0,0.82884234
66,66,0,0,1,1,0.993876,0,0.95851076
67,67,0,0,1,1,0.99722856,0,0.97904533
68,68,0,0,1,1,0.9975561,0,0.9822831
69,69,0,1,0,0,0.9976041,0,0.13071461
70,70,0,0,1,1,0.69053805,0,0.8568295
71,71,0,0,1,1,0.99483794,0,0.96423924
72,72,0,1,0,0,0.9973241,0,0.12804559
73,73,0,0,1,1,0.68702495,0,0.85643977
74,74,0,0,1,1,0.99482566,0,0.9641823
