,n_trial,action_stage_1,state_of_stage_2,transition_type,reward,probs_action_0,correct,delta_q
0,0,0,1,0,1,0.5,0,0.0
1,1,0,0,1,1,0.40131727,0,-0.54652673
2,2,1,1,1,0,0.5,0,0.0
3,3,0,0,1,1,0.5900888,0,0.49781916
4,4,1,1,1,0,0.5986827,0,0.54652673
5,5,0,0,1,1,0.6064584,0,0.59089345
6,6,1,1,1,1,0.6072164,0,0.59523433
7,7,0,0,1,1,0.509634,0,0.052661642
8,8,1,1,1,0,0.50970477,0,0.053048518
9,9,0,1,0,1,0.5995077,0,0.55122006
10,10,1,1,1,0,0.508981,0,0.049091395
11,11,0,0,1,1,0.5994457,0,0.5508674
12,12,0,1,0,0,0.5994518,0,0.5509019
13,13,0,0,1,1,0.60728395,0,0.5956212
14,14,0,0,1,1,0.6072845,0,0.59562427
15,15,1,1,1,0,0.6072845,0,0.59562457
16,16,0,0,1,1,0.6079799,0,0.59961003
17,17,1,1,1,0,0.60797995,0,0.59961003
18,18,0,1,0,1,0.6080419,0,0.5999653
19,19,1,1,1,0,0.5097819,0,0.053470142
20,20,0,0,1,1,0.5995204,0,0.5512921
21,21,0,0,1,1,0.5995204,0,0.5512921
22,22,1,0,0,0,0.5995204,0,0.5512921
23,23,0,0,1,1,0.5008719,0,0.0047653695
24,24,1,1,1,1,0.59093213,0,0.5025845
25,25,0,0,1,1,0.5000777,0,0.0004246996
26,26,1,0,0,0,0.5081945,0,0.044791374
27,27,0,1,0,0,0.40991792,0,-0.49778134
28,28,0,0,1,0,0.5007304,0,0.0039918995
29,29,0,0,1,1,0.4918838,0,-0.0443633
30,30,0,0,1,0,0.5900949,0,0.49785393
31,31,0,0,1,1,0.4999361,0,-0.00034929565
32,32,0,0,1,0,0.59078914,0,0.5017766
33,33,1,0,0,1,0.50000006,0,2.9628345e-07
34,34,0,1,0,0,0.5907947,0,0.5018077
35,35,0,0,1,0,0.5986827,0,0.5465268
36,36,1,0,0,1,0.5081818,0,0.04472214
37,37,0,1,0,0,0.59868276,0,0.546527
38,38,0,1,0,0,0.59938335,0,0.5505125
39,39,0,0,1,1,0.59944576,0,0.5508677
40,40,0,0,1,0,0.6072784,0,0.5955896
41,41,0,0,1,0,0.50970477,0,0.053048518
42,42,0,0,1,1,0.5008592,0,0.004696138
43,43,0,1,0,1,0.59875077,0,0.5469136
44,44,1,0,0,1,0.5000766,0,0.00041852953
45,45,1,1,1,1,0.5089171,0,0.048742075
46,46,0,1,0,0,0.5000068,0,3.730022e-05
47,47,0,0,1,0,0.5979258,0,0.5422234
48,48,1,0,0,1,0.5000006,0,3.3242725e-06
49,49,1,1,1,0,0.59015733,0,0.49820632
50,50,1,1,1,1,0.59868276,1,0.546527
51,51,1,1,1,1,0.500788,1,0.004306741
52,52,0,0,1,0,0.49194714,1,-0.044017054
53,53,1,1,1,1,0.40138477,1,-0.54614294
54,54,1,1,1,1,0.40062767,1,-0.55044967
55,55,0,0,1,0,0.40056023,1,-0.55083346
56,56,1,1,1,1,0.39272258,1,-0.595584
57,57,0,0,1,0,0.3927166,1,-0.5956182
58,58,1,1,1,0,0.3920207,1,-0.59960645
59,59,0,0,1,0,0.49028897,1,-0.053082723
60,60,0,0,1,0,0.49022397,1,-0.053438164
61,61,1,1,1,0,0.4902182,1,-0.053469844
62,62,0,0,1,0,0.49912864,1,-0.0047625196
63,63,0,0,1,0,0.4991281,1,-0.004765343
64,64,1,1,1,1,0.49912807,1,-0.0047655944
65,65,0,0,1,0,0.4012426,1,-0.5469515
66,66,1,1,1,1,0.4012426,1,-0.5469515
67,67,0,1,0,0,0.392777,1,-0.5952722
68,68,1,1,1,1,0.49029464,1,-0.05305189
69,69,1,1,1,1,0.4004862,1,-0.55125487
70,70,1,0,0,0,0.39271006,1,-0.59565574
71,71,1,1,1,1,0.39271006,1,-0.59565574
72,72,0,0,1,0,0.3920196,1,-0.59961283
73,73,0,0,1,0,0.3920196,1,-0.59961283
74,74,1,1,1,1,0.3920196,1,-0.59961283
75,75,0,0,1,0,0.3919581,1,-0.5999655
76,76,0,0,1,0,0.3919581,1,-0.5999655
77,77,0,0,1,0,0.3919581,1,-0.5999655
78,78,0,0,1,0,0.3919581,1,-0.5999655
79,79,0,0,1,0,0.3919581,1,-0.5999655
80,80,1,1,1,1,0.3919581,1,-0.5999655
81,81,1,0,0,1,0.3919526,1,-0.5999969
82,82,1,1,1,0,0.49021813,1,-0.053470165
83,83,0,0,1,1,0.58924496,1,0.4930538
84,84,0,0,1,0,0.5978445,1,0.5417614
