,n_trial,action_stage_1,state_of_stage_2,transition_type,reward,probs_action_0,correct,delta_q
0,0,1,1,1,1,0.5,1,0.0
1,1,0,1,0,1,0.19498374,1,-0.18238539
2,2,1,1,1,1,0.082801975,1,-0.30933005
3,3,1,1,1,1,0.043446958,1,-0.39768663
4,4,1,1,1,1,0.027387176,1,-0.45918497
5,5,1,1,1,0,0.019788034,1,-0.5019893
6,6,1,0,0,0,0.062014382,1,-0.3493968
7,7,1,1,1,0,0.062014382,1,-0.3493968
8,8,1,1,1,1,0.13116941,1,-0.24318868
9,9,1,0,0,1,0.061002918,1,-0.35165063
10,10,1,1,1,0,0.21149383,1,-0.16926524
11,11,0,0,1,1,0.3810938,1,-0.062372014
12,12,1,1,1,1,0.6229332,1,0.064572655
13,13,1,1,1,0,0.41641498,1,-0.043412443
14,14,0,0,1,0,0.6215444,1,0.06381269
15,15,0,0,1,0,0.44154015,1,-0.030216116
16,16,1,1,1,1,0.32219055,1,-0.09566245
17,17,1,1,1,1,0.17058994,1,-0.20341654
18,18,1,1,1,1,0.102981076,1,-0.278416
19,19,1,0,0,0,0.07106992,1,-0.33061746
20,20,1,1,1,1,0.050955012,1,-0.3761697
21,21,1,1,1,1,0.038903672,1,-0.41250318
22,22,1,1,1,0,0.03218333,1,-0.43779218
23,23,1,0,0,1,0.10692989,1,-0.27300856
24,24,1,0,0,0,0.27867612,1,-0.12232864
25,25,1,1,1,1,0.17456345,1,-0.19983713
26,26,1,1,1,1,0.11106664,1,-0.2675291
27,27,1,1,1,1,0.07971782,1,-0.31464437
28,28,1,1,1,1,0.06290626,1,-0.3474377
29,29,1,1,1,1,0.053222176,1,-0.3702627
30,30,1,1,1,1,0.04733109,1,-0.38614944
31,31,1,1,1,1,0.043602195,1,-0.397207
32,32,1,1,1,1,0.041174054,1,-0.40490332
33,33,1,1,1,1,0.039560962,1,-0.41026017
34,34,0,0,1,1,0.038474157,1,-0.41398865
35,35,1,0,0,1,0.09796855,1,-0.28555107
36,36,1,0,0,0,0.17872636,1,-0.19615538
37,37,1,1,1,1,0.07876778,1,-0.3163192
38,38,1,1,1,1,0.07731615,1,-0.31891432
39,39,1,1,1,1,0.0763203,1,-0.32072058
40,40,1,1,1,1,0.075634114,1,-0.32197776
41,41,0,0,1,0,0.07515986,1,-0.32285282
42,42,1,0,0,0,0.040689886,1,-0.40648976
43,43,1,1,1,1,0.026267309,1,-0.4647031
44,44,1,1,1,0,0.02614647,1,-0.46531215
45,45,1,1,1,1,0.09949072,1,-0.28335068
46,46,1,1,1,1,0.06684398,1,-0.33908647
47,47,1,1,1,0,0.050315864,1,-0.37787992
48,48,1,1,1,1,0.15061545,1,-0.22249572
49,49,1,1,1,1,0.09055211,1,-0.29672992
50,50,1,1,1,0,0.06246727,0,-0.34839872
51,51,1,1,1,0,0.17218028,0,-0.20197609
52,52,1,1,1,0,0.31476617,0,-0.10006238
53,53,1,1,1,0,0.44362727,0,-0.029127942
54,54,0,0,1,1,0.53926575,0,0.02024415
55,55,0,1,0,0,0.7790827,0,0.16211163
56,56,0,1,0,0,0.821639,0,0.1964758
57,57,0,0,1,1,0.84728235,0,0.22039412
58,58,0,0,1,1,0.92280746,0,0.31913733
59,59,0,1,0,0,0.9532667,0,0.387865
60,60,0,1,0,0,0.9587059,0,0.40451273
61,61,0,0,1,1,0.9621285,0,0.41609997
62,62,0,0,1,1,0.97357976,0,0.46393612
63,63,0,0,1,1,0.9794816,0,0.49723122
64,64,0,0,1,0,0.98280627,0,0.5204055
65,65,0,0,1,0,0.9401006,0,0.35414988
66,66,0,0,1,1,0.86455834,0,0.23843195
67,67,0,0,1,0,0.93373,0,0.34027484
68,68,0,0,1,1,0.8555235,0,0.22877459
69,69,0,1,0,1,0.9304221,0,0.33355308
70,70,0,0,1,1,0.77520645,0,0.15923269
71,71,0,0,1,1,0.85874736,0,0.23216107
72,72,0,0,1,1,0.9002096,0,0.28292102
73,73,0,0,1,1,0.92231524,0,0.31825116
74,74,0,0,1,1,0.9349543,0,0.3428418
75,75,0,0,1,1,0.9425932,0,0.3599575
76,76,0,1,0,0,0.94740415,0,0.37187043
77,77,0,0,1,1,0.96661687,0,0.43292457
78,78,0,0,1,1,0.96863556,0,0.44121626
79,79,0,0,1,1,0.9699704,0,0.44698748
80,80,0,0,1,1,0.9708668,0,0.4510044
81,81,0,0,1,1,0.97147536,0,0.45380026
82,82,0,1,0,0,0.97189164,0,0.45574623
83,83,0,0,1,0,0.9796388,0,0.49824142
84,84,0,1,0,0,0.92173356,0,0.3172105
85,85,0,0,1,1,0.9367954,0,0.34678817
86,86,0,0,1,1,0.9582911,0,0.4031716
87,87,0,1,0,0,0.96891767,0,0.44241586
88,88,0,0,1,1,0.9733924,0,0.46300265
89,89,0,0,1,1,0.97837305,0,0.4903176
90,90,0,0,1,1,0.981289,0,0.5093295
91,91,0,0,1,1,0.9830873,0,0.5225622
92,92,0,0,1,0,0.9842376,0,0.5317725
93,93,0,1,0,0,0.940818,0,0.3557977
94,94,0,0,1,0,0.9467245,0,0.3701266
95,95,0,1,0,0,0.87272775,0,0.24764387
96,96,1,1,1,0,0.8810941,0,0.25761715
97,97,0,1,0,0,0.88663286,0,0.26455876
98,98,0,0,1,1,0.890354,0,0.2693903
99,99,0,0,1,1,0.9452943,0,0.36652473
100,100,0,0,1,0,0.9669186,1,0.43413267
101,101,0,1,0,1,0.9107671,1,0.29880401
102,102,0,0,1,0,0.71732587,1,0.11978152
103,103,1,1,1,1,0.5495727,1,0.025589496
104,104,1,1,1,1,0.3165259,1,-0.099014536
105,105,1,1,1,0,0.19092022,1,-0.18574198
106,106,1,1,1,1,0.37862328,1,-0.06372099
107,107,1,1,1,1,0.22217067,1,-0.16117682
108,108,1,1,1,1,0.14425191,1,-0.22900844
109,109,1,1,1,1,0.104568265,1,-0.2762209
110,110,1,1,1,1,0.08294861,1,-0.3090819
111,111,1,0,0,0,0.07038698,1,-0.33195397
112,112,1,1,1,1,0.043502796,1,-0.39751393
113,113,1,1,1,1,0.03863416,1,-0.41343343
114,114,1,1,1,1,0.03555877,1,-0.42451382
115,115,1,1,1,1,0.033558838,1,-0.43222603
116,116,1,0,0,0,0.03223138,1,-0.4375939
