,n_trial,action_stage_1,state_of_stage_2,transition_type,reward,probs_action_0,correct,delta_q
0,0,1,1,1,0,0.5,0,0.0
1,1,1,1,1,0,0.5,0,0.0
2,2,0,0,1,1,0.5,0,0.0
3,3,0,0,1,1,0.84515107,0,0.35365868
4,4,0,1,0,0,0.9163554,0,0.4988599
5,5,0,0,1,1,0.9163554,0,0.4988599
6,6,0,1,0,0,0.9358299,0,0.558475
7,7,0,0,1,1,0.9358299,0,0.558475
8,8,0,0,1,1,0.9425323,0,0.5829511
9,9,1,1,1,0,0.94508916,0,0.5930003
10,10,0,0,1,1,0.94508916,0,0.5930003
11,11,0,0,1,1,0.9461076,0,0.5971261
12,12,0,0,1,1,0.94652057,0,0.5988201
13,13,0,1,0,1,0.94668925,0,0.59951556
14,14,1,1,1,0,0.7649061,0,0.2458569
15,15,0,0,1,1,0.89844555,0,0.45431432
16,16,0,0,1,0,0.8985705,0,0.45459986
17,17,0,0,1,1,0.61891335,0,0.10105842
18,18,0,0,1,1,0.81539774,0,0.309564
19,19,0,0,1,1,0.86946774,0,0.39516988
20,20,0,1,0,0,0.8874463,0,0.43031698
21,21,0,1,0,1,0.92241424,0,0.5159031
22,22,0,0,1,1,0.7205444,0,0.19738346
23,23,1,0,0,1,0.7342725,0,0.21181376
24,24,1,1,1,0,0.7397826,0,0.2177384
25,25,1,1,1,0,0.89229214,0,0.4406228
26,26,0,0,1,0,0.92780745,0,0.5321322
27,27,0,0,1,1,0.70434916,0,0.18090601
28,28,0,0,1,1,0.866827,0,0.39036214
29,29,0,1,0,0,0.90769845,0,0.4763583
30,30,0,0,1,0,0.9217337,0,0.5139292
31,31,1,1,1,0,0.71879643,0,0.19557789
32,32,1,1,1,0,0.733513,0,0.21100335
33,33,0,0,1,0,0.7394112,0,0.21733655
34,34,1,1,1,0,0.60245603,0,0.08663141
35,35,1,1,1,0,0.60544056,0,0.089231625
36,36,1,1,1,1,0.60666364,0,0.0902992
37,37,0,0,1,1,0.22068955,0,-0.26292115
38,38,0,0,1,1,0.5443589,0,0.03707404
39,39,0,0,1,1,0.6832916,0,0.16024274
40,40,1,0,0,0,0.73333347,0,0.21081197
41,41,1,1,1,0,0.35759118,0,-0.12208454
42,42,0,0,1,1,0.60236573,0,0.086552836
43,43,0,0,1,1,0.81100285,0,0.30353457
44,44,0,1,0,0,0.86807305,0,0.3926205
45,45,0,0,1,1,0.90846837,0,0.4782805
46,46,0,0,1,1,0.92205405,0,0.51485646
47,47,0,0,1,1,0.92707807,0,0.5298734
48,48,0,0,1,1,0.92905307,0,0.5360389
49,49,0,0,1,0,0.92984957,0,0.5385702
50,50,0,0,1,0,0.7093652,1,0.18595083
51,51,0,0,1,0,0.549237,1,0.041176286
52,52,0,0,1,0,0.47810405,1,-0.018263636
53,53,1,1,1,1,0.44899166,1,-0.042667817
54,54,1,0,0,0,0.1501982,1,-0.36115715
55,55,1,1,1,0,0.14416398,1,-0.37117675
56,56,1,1,1,1,0.32925966,1,-0.14827989
57,57,1,1,1,1,0.12244698,1,-0.41042405
58,58,1,1,1,1,0.07685089,1,-0.5180523
59,59,1,1,1,0,0.063093364,1,-0.5622411
60,60,1,1,1,1,0.25200233,1,-0.22672495
61,61,1,1,1,1,0.106785156,1,-0.44263116
62,62,1,0,0,1,0.07246837,1,-0.5312755
63,63,1,1,1,1,0.29482758,1,-0.18173057
64,64,1,1,1,1,0.2598603,1,-0.2181252
65,65,1,1,1,1,0.2463086,1,-0.23306769
66,66,1,1,1,0,0.24088442,1,-0.23920262
67,67,0,0,1,0,0.63114727,1,0.11193725
68,68,1,0,0,1,0.38431662,1,-0.09820915
69,69,0,1,0,1,0.6924883,1,0.16916995
70,70,1,1,1,1,0.45177856,1,-0.040321622
71,71,1,0,0,0,0.35292244,1,-0.12633234
72,72,1,1,1,1,0.14473523,1,-0.37021348
73,73,1,1,1,0,0.12499461,1,-0.4055268
74,74,0,0,1,0,0.42104942,1,-0.06636668
75,75,1,1,1,0,0.31025007,1,-0.16649668
76,76,1,1,1,0,0.46735835,1,-0.027248094
77,77,1,0,0,0,0.5358356,1,0.029923044
78,78,1,1,1,1,0.4865825,1,-0.011187219
79,79,0,0,1,0,0.1627221,1,-0.3413732
80,80,1,1,1,1,0.15198639,1,-0.35825178
