,n_trial,action_stage_1,state_of_stage_2,transition_type,reward,probs_action_0,correct,delta_q
0,0,0,0,1,0,0.5,1,0.0
1,1,1,0,0,0,0.5,1,0.0
2,2,1,1,1,1,0.5,1,0.0
3,3,1,1,1,0,0.30906683,1,-0.25434917
4,4,0,1,0,1,0.3861673,1,-0.14652666
5,5,1,1,1,1,0.25512305,1,-0.33876094
6,6,1,1,1,1,0.19438821,1,-0.44950417
7,7,1,1,1,1,0.1647185,1,-0.5133017
8,8,1,1,1,1,0.14934129,1,-0.55005443
9,9,1,0,0,0,0.14103206,1,-0.57122713
10,10,1,1,1,1,0.14103206,1,-0.57122713
11,11,1,1,1,1,0.13642293,1,-0.5834244
12,12,1,1,1,0,0.13382569,1,-0.59045106
13,13,0,0,1,0,0.25428915,1,-0.34014982
14,14,1,1,1,1,0.25428915,1,-0.34014982
15,15,1,1,1,1,0.19399221,1,-0.45030427
16,16,1,0,0,1,0.164518,1,-0.5137626
17,17,0,0,1,0,0.30565682,1,-0.25941342
18,18,1,1,1,0,0.23838812,1,-0.36723593
19,19,1,1,1,0,0.38398227,1,-0.1494441
20,20,0,0,1,0,0.4810493,1,-0.023977572
21,21,1,1,1,1,0.4323417,1,-0.086092465
22,22,0,0,1,1,0.29981577,1,-0.26816228
23,23,0,0,1,0,0.46086276,1,-0.049596556
24,24,0,0,1,0,0.36282936,1,-0.17803335
25,25,1,1,1,1,0.31063965,1,-0.25202382
26,26,0,0,1,0,0.24436755,1,-0.35691145
27,27,0,0,1,1,0.22033757,1,-0.39953625
28,28,0,0,1,0,0.36891326,1,-0.16974255
29,29,1,1,1,1,0.2844166,1,-0.2917111
30,30,1,1,1,1,0.24716781,1,-0.35213527
31,31,1,1,1,1,0.22725537,1,-0.3869447
32,32,1,1,1,1,0.21631002,1,-0.4069979
33,33,1,1,1,1,0.21018013,1,-0.41855022
34,34,1,1,1,1,0.20670712,1,-0.42520535
35,35,0,0,1,0,0.20472573,1,-0.42903927
36,36,1,0,0,0,0.17090091,1,-0.49930346
37,37,1,1,1,1,0.15351622,1,-0.53978163
38,38,0,0,1,1,0.15261061,1,-0.5419903
39,39,1,1,1,1,0.2721898,1,-0.31095994
40,40,0,1,0,1,0.27139327,1,-0.31223232
41,41,0,1,0,1,0.2709351,1,-0.3129653
42,42,1,1,1,1,0.27067134,1,-0.31338757
43,43,0,0,1,0,0.2705195,1,-0.31363085
44,44,1,1,1,1,0.2017308,1,-0.43488696
45,45,1,0,0,0,0.20165944,1,-0.4350271
46,46,1,1,1,1,0.16841578,1,-0.5048809
47,47,1,1,1,1,0.16838002,1,-0.5049616
48,48,1,0,0,0,0.16835943,1,-0.50500816
49,49,1,1,1,0,0.15128212,1,-0.5452498
50,50,1,1,1,0,0.2849213,0,-0.29092747
51,51,1,1,1,0,0.38775077,0,-0.14441624
52,52,1,1,1,0,0.45268765,0,-0.060013358
53,53,0,0,1,1,0.49099445,0,-0.011390146
54,54,1,0,0,1,0.6671082,0,0.21977639
55,55,0,1,0,0,0.75331014,0,0.3529479
56,56,1,1,1,1,0.76940274,0,0.38095897
57,57,0,0,1,0,0.6109948,0,0.14274658
58,58,0,1,0,0,0.47244373,0,-0.034884516
59,59,0,1,0,0,0.56466085,0,0.08223412
60,60,1,0,0,1,0.6162124,0,0.14970438
61,61,0,1,0,0,0.72198415,0,0.301723
62,62,0,0,1,0,0.74597573,0,0.34059158
63,63,0,0,1,1,0.6340827,0,0.173818
64,64,1,1,1,0,0.74084747,0,0.33209148
65,65,1,1,1,0,0.75421137,0,0.35448307
66,66,0,0,1,1,0.76169604,0,0.36738253
67,67,0,0,1,1,0.8100588,0,0.45856145
68,68,0,0,1,1,0.834316,0,0.51108825
69,69,0,1,0,0,0.84712654,0,0.5413481
70,70,1,1,1,0,0.85014564,0,0.5487793
71,71,0,1,0,0,0.8518625,0,0.5530603
72,72,0,0,1,0,0.8528442,0,0.5555265
73,73,0,0,1,0,0.73257685,0,0.31860957
74,74,0,0,1,1,0.64015746,0,0.18212536
75,75,0,0,1,0,0.75617903,0,0.35784805
76,76,0,0,1,0,0.6564569,0,0.20473005
77,77,1,1,1,0,0.5911078,0,0.116521105
78,78,0,0,1,1,0.5921934,0,0.11794186
79,79,0,0,1,1,0.7343487,0,0.3214752
80,80,0,0,1,1,0.80021834,0,0.43872765
81,81,1,1,1,0,0.8322009,0,0.506275
82,82,0,0,1,1,0.832562,0,0.5070935
83,83,0,1,0,0,0.8490249,0,0.54600644
84,84,1,1,1,1,0.8492159,0,0.546478
85,85,0,0,1,1,0.71602696,0,0.29240042
86,86,1,1,1,1,0.7302206,0,0.3148176
87,87,0,0,1,1,0.6301325,0,0.16844742
88,88,0,1,0,0,0.6396008,0,0.18136162
89,89,0,1,0,0,0.7523928,0,0.35138914
90,90,0,0,1,1,0.8055302,0,0.44933942
91,91,0,1,0,0,0.80918986,0,0.4567791
92,92,0,1,0,0,0.8352402,0,0.5132067
93,93,0,0,1,1,0.8489062,0,0.54571384
94,94,1,0,0,1,0.8506367,0,0.5499997
95,95,0,0,1,1,0.8516262,0,0.5524688
96,96,0,0,1,1,0.85219383,0,0.5538911
97,97,0,0,1,1,0.85252,0,0.5547105
98,98,0,0,1,1,0.85270756,0,0.5551826
99,99,0,0,1,1,0.85281557,0,0.55545455
100,100,0,0,1,0,0.8528778,1,0.5556112
101,101,0,0,1,0,0.7217487,1,0.30135226
102,102,0,0,1,1,0.6200746,1,0.15487759
103,103,1,1,1,0,0.7364227,1,0.32484493
104,104,0,0,1,0,0.7477578,1,0.34357178
105,105,0,0,1,0,0.6438016,1,0.1871382
106,106,0,0,1,0,0.57611954,1,0.09701921
107,107,0,0,1,0,0.53560394,1,0.045103032
108,108,1,1,1,1,0.5120128,1,0.015194916
109,109,1,1,1,1,0.3268861,1,-0.228366
110,110,0,1,0,0,0.23756114,1,-0.36867774
111,111,1,1,1,1,0.35040146,1,-0.19516
112,112,1,1,1,1,0.24869353,1,-0.34954825
113,113,1,0,0,0,0.19990239,1,-0.43848896
114,114,0,0,1,0,0.19132859,1,-0.45571858
115,115,1,1,1,1,0.18651822,1,-0.4656443
116,116,1,0,0,1,0.16316646,1,-0.51688164
117,117,1,1,1,1,0.29975718,1,-0.26825055
118,118,1,0,0,0,0.28053397,1,-0.29776764
119,119,1,1,1,1,0.21530032,1,-0.40888423
120,120,1,1,1,1,0.20635301,1,-0.42588854
121,121,1,1,1,1,0.2013249,1,-0.4356845
122,122,0,0,1,1,0.19847016,1,-0.44132778
123,123,1,1,1,0,0.3113395,1,-0.25099117
124,124,0,0,1,0,0.5000846,1,0.000106975196
125,125,1,1,1,1,0.38761866,1,-0.14459218
126,126,0,0,1,0,0.30910847,1,-0.25428754
127,127,1,1,1,1,0.25579348,1,-0.3376465
128,128,1,0,0,0,0.2196298,1,-0.40084034
129,129,1,1,1,1,0.19470641,1,-0.44886217
130,130,0,0,1,1,0.1772837,1,-0.48526716
131,131,1,1,1,1,0.3062148,1,-0.25858262
132,132,1,1,1,1,0.29230624,1,-0.279555
133,133,1,0,0,0,0.28446436,1,-0.29163685
134,134,0,0,1,0,0.2118408,1,-0.41539654
135,135,1,1,1,1,0.17662707,1,-0.48669258
136,136,1,0,0,1,0.17344828,1,-0.49365276
