,n_trial,action_stage_1,state_of_stage_2,transition_type,reward,probs_action_0,correct,delta_q
0,0,0,0,1,0,0.5,1,0.0
1,1,1,1,1,1,0.5,1,0.0
2,2,0,1,0,1,0.38173047,1,-0.40209857
3,3,0,0,1,1,0.34496182,1,-0.534725
4,4,1,1,1,0,0.4603211,1,-0.13262647
5,5,1,1,1,1,0.5672646,1,0.22572713
6,6,0,0,1,0,0.48256615,1,-0.0581736
7,7,1,1,1,0,0.40301374,1,-0.3276457
8,8,0,0,1,0,0.49424762,1,-0.019187732
9,9,0,0,1,1,0.46764523,1,-0.108069256
10,10,1,1,1,1,0.5787033,1,0.264713
11,11,1,1,1,1,0.48931494,1,-0.0356451
12,12,0,0,1,0,0.45969927,1,-0.13471393
13,13,1,1,1,0,0.37840843,1,-0.41385558
14,14,0,0,1,0,0.48668164,1,-0.04443347
15,15,1,0,0,0,0.45916602,1,-0.13650437
16,16,0,0,1,1,0.4501365,1,-0.16687264
17,17,1,0,0,0,0.56711215,1,0.22520939
18,18,1,1,1,1,0.48574305,1,-0.047566514
19,19,1,0,0,0,0.40296447,1,-0.32781646
20,20,1,1,1,1,0.3772999,1,-0.4177877
21,21,1,1,1,1,0.35163105,1,-0.51022416
22,22,1,1,1,1,0.343341,1,-0.540713
23,23,1,0,0,0,0.34062716,1,-0.55076927
24,24,0,0,1,0,0.33268,1,-0.58044505
25,25,1,1,1,0,0.3300792,1,-0.59023315
26,26,1,0,0,0,0.44285208,1,-0.19145152
27,27,1,1,1,1,0.44189703,1,-0.19467999
28,28,1,0,0,0,0.3640246,1,-0.4652461
29,29,0,0,1,0,0.36372903,1,-0.46631098
30,30,1,1,1,1,0.36363155,1,-0.4666622
31,31,1,1,1,1,0.33924535,1,-0.55590457
32,32,0,0,1,0,0.33137807,1,-0.5853399
33,33,0,0,1,0,0.3313473,1,-0.5854558
34,34,1,1,1,1,0.33133715,1,-0.585494
35,35,1,1,1,1,0.32876265,1,-0.5952028
36,36,0,0,1,0,0.32791576,1,-0.5984051
37,37,1,1,1,1,0.32791242,1,-0.5984177
