,n_trial,action_stage_1,state_of_stage_2,transition_type,reward,probs_action_0,correct,delta_q
0,0,1,1,1,1,0.5,1,0.0
1,1,1,1,1,1,0.46930912,1,-0.014323577
2,2,0,0,1,0,0.43957138,1,-0.028305214
3,3,1,1,1,1,0.43957138,1,-0.028305214
4,4,0,0,1,0,0.41095448,1,-0.041953072
5,5,1,1,1,1,0.41095448,1,-0.041953072
6,6,1,1,1,1,0.3835885,1,-0.055275116
7,7,1,1,1,0,0.35756725,1,-0.06827913
8,8,1,0,0,0,0.36078683,1,-0.06664913
9,9,1,0,0,0,0.36078683,1,-0.06664913
10,10,0,0,1,1,0.36078683,1,-0.06664913
11,11,1,1,1,1,0.38959077,1,-0.052325554
12,12,1,1,1,1,0.36394164,1,-0.06505804
13,13,1,0,0,0,0.33962798,1,-0.07748657
14,14,1,1,1,1,0.33897015,1,-0.07782851
15,15,0,0,1,0,0.3160474,1,-0.08996034
16,16,0,0,1,0,0.31542858,1,-0.090294115
17,17,1,1,1,1,0.31482515,1,-0.09061993
18,18,1,1,1,1,0.29332682,1,-0.102462135
19,19,0,1,0,0,0.27319372,1,-0.114021644
20,20,1,0,0,1,0.27840427,1,-0.11098161
21,21,1,1,1,1,0.30317968,1,-0.096976064
22,22,0,0,1,0,0.28299475,1,-0.10833219
23,23,1,1,1,1,0.28186017,1,-0.108984575
24,24,1,0,0,0,0.26301053,1,-0.12006959
25,25,1,1,1,1,0.26195264,1,-0.1207064
26,26,1,0,0,0,0.24440114,1,-0.1315268
27,27,1,1,1,1,0.2434174,1,-0.1321484
28,28,1,1,1,1,0.22711518,1,-0.14271048
29,29,1,0,0,0,0.2119606,1,-0.15302041
30,30,1,1,1,1,0.21109217,1,-0.15362719
31,31,1,1,1,0,0.19706859,1,-0.163691
32,32,0,0,1,0,0.2032506,1,-0.15919098
33,33,1,1,1,1,0.20242876,1,-0.15978326
34,34,0,0,1,0,0.18901762,1,-0.16971426
35,35,1,1,1,0,0.18825826,1,-0.17029239
36,36,1,1,1,1,0.19440494,1,-0.16566272
37,37,1,1,1,1,0.1815658,1,-0.17546716
38,38,1,0,0,1,0.1696791,1,-0.18503754
39,39,1,1,1,1,0.18696876,1,-0.1712783
40,40,1,0,0,1,0.17508689,1,-0.1806202
41,41,1,1,1,1,0.19236131,1,-0.16718943
42,42,1,1,1,1,0.18049562,1,-0.17630832
43,43,1,1,1,1,0.16947128,1,-0.18520951
44,44,1,1,1,0,0.15923363,1,-0.19389822
45,45,1,1,1,1,0.16606094,1,-0.18805593
46,46,1,0,0,0,0.1560674,1,-0.19667667
47,47,1,1,1,1,0.15470079,1,-0.19789012
48,48,1,1,1,1,0.14549124,1,-0.20630507
49,49,1,1,1,1,0.13694488,1,-0.21451913
50,50,1,1,1,0,0.12901384,0,-0.2225371
51,51,1,1,1,0,0.13540953,0,-0.21604009
52,52,0,0,1,1,0.14190842,0,-0.20969817
53,53,1,1,1,0,0.15620038,0,-0.19655907
54,54,0,0,1,1,0.16333078,0,-0.19036855
55,55,1,0,0,1,0.17893355,0,-0.1775431
