,action_stage_1,transition_type,reward,prev_reward,transition_prev,stay
0,1.0,1.0,1.0,0.0,0.0,False
1,0.0,1.0,0.0,1.0,1.0,False
2,1.0,1.0,1.0,0.0,1.0,False
3,1.0,0.0,1.0,1.0,1.0,True
4,0.0,1.0,1.0,1.0,0.0,False
5,1.0,1.0,0.0,1.0,1.0,False
6,1.0,1.0,0.0,0.0,1.0,True
7,0.0,1.0,1.0,0.0,1.0,False
8,1.0,0.0,0.0,1.0,1.0,False
9,0.0,1.0,1.0,0.0,0.0,False
10,1.0,1.0,0.0,1.0,1.0,False
11,0.0,0.0,0.0,0.0,1.0,False
12,1.0,1.0,0.0,0.0,0.0,False
13,1.0,1.0,0.0,0.0,1.0,True
14,0.0,1.0,1.0,0.0,1.0,False
15,1.0,1.0,0.0,1.0,1.0,False
16,1.0,1.0,0.0,0.0,1.0,True
17,0.0,1.0,1.0,0.0,1.0,False
18,0.0,1.0,1.0,1.0,1.0,True
19,1.0,1.0,0.0,1.0,1.0,False
20,0.0,0.0,0.0,0.0,1.0,False
21,0.0,0.0,0.0,0.0,0.0,True
22,0.0,0.0,0.0,0.0,0.0,True
23,0.0,1.0,1.0,0.0,0.0,True
24,0.0,0.0,1.0,1.0,1.0,True
25,1.0,1.0,0.0,1.0,0.0,False
26,1.0,0.0,1.0,0.0,1.0,True
27,1.0,1.0,0.0,1.0,0.0,True
28,1.0,1.0,0.0,0.0,1.0,True
29,1.0,1.0,1.0,0.0,1.0,True
30,0.0,0.0,0.0,1.0,1.0,False
31,0.0,1.0,1.0,0.0,0.0,True
32,1.0,1.0,0.0,1.0,1.0,False
33,1.0,1.0,1.0,0.0,1.0,True
34,0.0,1.0,1.0,1.0,1.0,False
35,1.0,1.0,0.0,1.0,1.0,False
36,0.0,1.0,1.0,0.0,1.0,False
37,1.0,1.0,0.0,1.0,1.0,False
38,0.0,0.0,0.0,0.0,1.0,False
39,1.0,1.0,0.0,0.0,0.0,False
40,0.0,1.0,1.0,0.0,1.0,False
41,0.0,0.0,1.0,1.0,1.0,True
42,0.0,0.0,0.0,1.0,0.0,True
43,1.0,1.0,1.0,0.0,0.0,False
44,0.0,1.0,1.0,1.0,1.0,False
45,1.0,1.0,0.0,1.0,1.0,False
46,0.0,1.0,1.0,0.0,1.0,False
47,1.0,1.0,1.0,1.0,1.0,False
48,1.0,1.0,0.0,1.0,1.0,True
49,1.0,1.0,0.0,0.0,1.0,True
50,1.0,1.0,0.0,0.0,1.0,True
51,0.0,1.0,1.0,0.0,1.0,False
52,1.0,1.0,0.0,1.0,1.0,False
53,0.0,1.0,0.0,0.0,1.0,False
54,0.0,0.0,1.0,0.0,1.0,True
55,1.0,1.0,0.0,1.0,0.0,False
56,0.0,1.0,0.0,0.0,1.0,False
57,0.0,1.0,1.0,0.0,1.0,True
58,1.0,1.0,0.0,1.0,1.0,False
59,1.0,1.0,0.0,0.0,1.0,True
60,0.0,1.0,0.0,0.0,1.0,False
61,0.0,1.0,0.0,0.0,1.0,True
62,0.0,1.0,1.0,0.0,1.0,True
