,action_stage_1,transition_type,reward,prev_reward,transition_prev,stay
0,0.0,1.0,1.0,0.0,0.0,False
1,1.0,1.0,0.0,1.0,1.0,False
2,0.0,1.0,1.0,0.0,1.0,False
3,1.0,1.0,0.0,1.0,1.0,False
4,0.0,1.0,1.0,0.0,1.0,False
5,1.0,1.0,0.0,1.0,1.0,False
6,0.0,0.0,0.0,0.0,1.0,False
7,1.0,1.0,0.0,0.0,0.0,False
8,0.0,0.0,0.0,0.0,1.0,False
9,1.0,1.0,0.0,0.0,0.0,False
10,0.0,1.0,1.0,0.0,1.0,False
11,1.0,1.0,0.0,1.0,1.0,False
12,0.0,0.0,0.0,0.0,1.0,False
13,1.0,1.0,1.0,0.0,0.0,False
14,0.0,0.0,1.0,1.0,1.0,False
15,1.0,1.0,0.0,1.0,0.0,False
16,0.0,0.0,0.0,0.0,1.0,False
17,1.0,1.0,0.0,0.0,0.0,False
18,0.0,0.0,1.0,0.0,1.0,False
19,1.0,1.0,0.0,1.0,0.0,False
20,0.0,1.0,1.0,0.0,1.0,False
21,1.0,0.0,0.0,1.0,1.0,False
22,0.0,0.0,0.0,0.0,0.0,False
23,1.0,1.0,0.0,0.0,0.0,False
24,0.0,1.0,1.0,0.0,1.0,False
25,1.0,1.0,0.0,1.0,1.0,False
26,0.0,1.0,1.0,0.0,1.0,False
27,1.0,1.0,0.0,1.0,1.0,False
28,0.0,0.0,0.0,0.0,1.0,False
29,1.0,0.0,1.0,0.0,0.0,False
30,0.0,1.0,1.0,1.0,0.0,False
31,1.0,0.0,0.0,1.0,1.0,False
32,0.0,1.0,1.0,0.0,0.0,False
33,1.0,1.0,0.0,1.0,1.0,False
34,0.0,1.0,1.0,0.0,1.0,False
35,1.0,0.0,0.0,1.0,1.0,False
36,0.0,0.0,0.0,0.0,0.0,False
37,1.0,1.0,0.0,0.0,0.0,False
38,0.0,1.0,1.0,0.0,1.0,False
39,1.0,1.0,0.0,1.0,1.0,False
40,0.0,1.0,1.0,0.0,1.0,False
41,1.0,1.0,0.0,1.0,1.0,False
42,0.0,0.0,1.0,0.0,1.0,False
43,1.0,1.0,0.0,1.0,0.0,False
44,0.0,1.0,1.0,0.0,1.0,False
45,1.0,0.0,0.0,1.0,1.0,False
46,0.0,1.0,1.0,0.0,0.0,False
47,1.0,0.0,0.0,1.0,1.0,False
48,0.0,1.0,1.0,0.0,0.0,False
49,1.0,1.0,0.0,1.0,1.0,False
50,0.0,1.0,1.0,0.0,1.0,False
51,1.0,1.0,1.0,1.0,1.0,False
