,action_stage_1,transition_type,reward,prev_reward,transition_prev,stay
0,1.0,1.0,1.0,0.0,0.0,False
1,1.0,1.0,1.0,1.0,1.0,True
2,1.0,1.0,0.0,1.0,1.0,True
3,1.0,1.0,0.0,0.0,1.0,True
4,1.0,1.0,0.0,0.0,1.0,True
5,1.0,1.0,1.0,0.0,1.0,True
6,0.0,1.0,1.0,1.0,1.0,False
7,0.0,1.0,0.0,1.0,1.0,True
8,0.0,1.0,1.0,0.0,1.0,True
9,0.0,1.0,0.0,1.0,1.0,True
10,0.0,1.0,1.0,0.0,1.0,True
11,1.0,1.0,0.0,1.0,1.0,False
12,0.0,1.0,1.0,0.0,1.0,False
13,1.0,0.0,1.0,1.0,1.0,False
14,1.0,1.0,0.0,1.0,0.0,True
15,0.0,1.0,1.0,0.0,1.0,False
16,1.0,1.0,1.0,1.0,1.0,False
17,1.0,1.0,0.0,1.0,1.0,True
18,1.0,1.0,0.0,0.0,1.0,True
19,0.0,1.0,0.0,0.0,1.0,False
20,1.0,1.0,0.0,0.0,1.0,False
21,0.0,0.0,0.0,0.0,1.0,False
22,1.0,1.0,1.0,0.0,0.0,False
23,0.0,1.0,1.0,1.0,1.0,False
24,1.0,1.0,0.0,1.0,1.0,False
25,1.0,1.0,0.0,0.0,1.0,True
26,1.0,1.0,0.0,0.0,1.0,True
27,1.0,1.0,1.0,0.0,1.0,True
28,0.0,1.0,0.0,1.0,1.0,False
29,1.0,1.0,0.0,0.0,1.0,False
30,1.0,1.0,0.0,0.0,1.0,True
31,1.0,0.0,1.0,0.0,1.0,True
32,1.0,0.0,1.0,1.0,0.0,True
33,0.0,0.0,0.0,1.0,0.0,False
34,0.0,1.0,1.0,0.0,0.0,True
35,1.0,0.0,1.0,1.0,1.0,False
36,0.0,0.0,1.0,1.0,0.0,False
37,0.0,1.0,0.0,1.0,0.0,True
38,1.0,1.0,1.0,0.0,1.0,False
39,0.0,1.0,1.0,1.0,1.0,False
40,1.0,0.0,1.0,1.0,1.0,False
41,1.0,1.0,0.0,1.0,0.0,True
42,1.0,1.0,0.0,0.0,1.0,True
43,1.0,1.0,0.0,0.0,1.0,True
44,0.0,1.0,1.0,0.0,1.0,False
45,1.0,0.0,0.0,1.0,1.0,False
46,0.0,1.0,1.0,0.0,0.0,False
47,0.0,1.0,1.0,1.0,1.0,True
48,0.0,1.0,1.0,1.0,1.0,True
49,0.0,1.0,1.0,1.0,1.0,True
