,action_stage_1,transition_type,reward,prev_reward,transition_prev,stay
0,0.0,0.0,0.0,0.0,0.0,False
1,1.0,1.0,0.0,0.0,0.0,False
2,1.0,0.0,1.0,0.0,1.0,True
3,1.0,1.0,1.0,1.0,0.0,True
4,1.0,1.0,1.0,1.0,1.0,True
5,1.0,1.0,0.0,1.0,1.0,True
6,1.0,1.0,0.0,0.0,1.0,True
7,1.0,1.0,0.0,0.0,1.0,True
8,1.0,1.0,0.0,0.0,1.0,True
9,0.0,1.0,1.0,0.0,1.0,False
10,0.0,1.0,0.0,1.0,1.0,True
11,1.0,0.0,1.0,0.0,1.0,False
12,0.0,1.0,1.0,1.0,0.0,False
13,0.0,1.0,1.0,1.0,1.0,True
14,0.0,1.0,1.0,1.0,1.0,True
15,0.0,1.0,1.0,1.0,1.0,True
16,0.0,1.0,1.0,1.0,1.0,True
17,0.0,1.0,0.0,1.0,1.0,True
18,0.0,0.0,0.0,0.0,1.0,True
19,0.0,1.0,1.0,0.0,0.0,True
20,1.0,0.0,1.0,1.0,1.0,False
21,1.0,0.0,1.0,1.0,0.0,True
22,0.0,1.0,1.0,1.0,0.0,False
23,0.0,1.0,1.0,1.0,1.0,True
24,0.0,1.0,1.0,1.0,1.0,True
25,0.0,0.0,0.0,1.0,1.0,True
26,0.0,1.0,1.0,0.0,0.0,True
27,1.0,1.0,0.0,1.0,1.0,False
28,0.0,1.0,1.0,0.0,1.0,False
29,1.0,1.0,0.0,1.0,1.0,False
30,1.0,1.0,0.0,0.0,1.0,True
31,1.0,1.0,0.0,0.0,1.0,True
32,1.0,1.0,0.0,0.0,1.0,True
33,1.0,1.0,0.0,0.0,1.0,True
34,0.0,0.0,1.0,0.0,1.0,False
35,1.0,0.0,0.0,1.0,0.0,False
36,1.0,1.0,1.0,0.0,0.0,True
37,0.0,1.0,1.0,1.0,1.0,False
38,1.0,1.0,1.0,1.0,1.0,False
39,0.0,1.0,1.0,1.0,1.0,False
40,0.0,1.0,1.0,1.0,1.0,True
41,1.0,1.0,1.0,1.0,1.0,False
42,0.0,1.0,1.0,1.0,1.0,False
43,1.0,1.0,0.0,1.0,1.0,False
44,0.0,1.0,1.0,0.0,1.0,False
45,1.0,1.0,0.0,1.0,1.0,False
46,0.0,0.0,0.0,0.0,1.0,False
47,0.0,1.0,1.0,0.0,0.0,True
48,1.0,1.0,0.0,1.0,1.0,False
49,0.0,1.0,1.0,0.0,1.0,False
50,1.0,1.0,0.0,1.0,1.0,False
51,0.0,0.0,0.0,0.0,1.0,False
52,0.0,1.0,0.0,0.0,0.0,True
53,0.0,1.0,1.0,0.0,1.0,True
54,1.0,1.0,1.0,1.0,1.0,False
55,0.0,1.0,1.0,1.0,1.0,False
56,0.0,1.0,1.0,1.0,1.0,True
57,0.0,1.0,1.0,1.0,1.0,True
58,1.0,1.0,0.0,1.0,1.0,False
59,0.0,1.0,1.0,0.0,1.0,False
60,0.0,1.0,0.0,1.0,1.0,True
61,0.0,1.0,0.0,0.0,1.0,True
62,1.0,0.0,1.0,0.0,1.0,False
63,0.0,0.0,0.0,1.0,0.0,False
64,0.0,0.0,0.0,0.0,0.0,True
65,0.0,0.0,0.0,0.0,0.0,True
66,0.0,1.0,1.0,0.0,0.0,True
67,0.0,0.0,0.0,1.0,1.0,True
68,1.0,1.0,0.0,0.0,0.0,False
69,1.0,1.0,0.0,0.0,1.0,True
70,0.0,1.0,1.0,0.0,1.0,False
71,0.0,0.0,0.0,1.0,1.0,True
72,1.0,0.0,1.0,0.0,0.0,False
73,1.0,1.0,0.0,1.0,0.0,True
74,1.0,1.0,0.0,0.0,1.0,True
75,1.0,0.0,1.0,0.0,1.0,True
76,1.0,1.0,0.0,1.0,0.0,True
77,1.0,0.0,0.0,0.0,1.0,True
