,action_stage_1,transition_type,reward,prev_reward,transition_prev,stay
0,1.0,1.0,0.0,0.0,0.0,False
1,1.0,0.0,1.0,0.0,1.0,True
2,1.0,1.0,0.0,1.0,0.0,True
3,1.0,0.0,1.0,0.0,1.0,True
4,1.0,1.0,0.0,1.0,0.0,True
5,1.0,1.0,0.0,0.0,1.0,True
6,1.0,1.0,0.0,0.0,1.0,True
7,0.0,1.0,1.0,0.0,1.0,False
8,1.0,1.0,0.0,1.0,1.0,False
9,0.0,1.0,0.0,0.0,1.0,False
10,1.0,1.0,0.0,0.0,1.0,False
11,0.0,1.0,1.0,0.0,1.0,False
12,1.0,1.0,0.0,1.0,1.0,False
13,1.0,1.0,0.0,0.0,1.0,True
14,1.0,1.0,0.0,0.0,1.0,True
15,1.0,1.0,0.0,0.0,1.0,True
16,1.0,1.0,0.0,0.0,1.0,True
17,1.0,0.0,1.0,0.0,1.0,True
18,1.0,1.0,1.0,1.0,0.0,True
19,1.0,1.0,1.0,1.0,1.0,True
20,1.0,0.0,1.0,1.0,1.0,True
21,0.0,0.0,1.0,1.0,0.0,False
22,1.0,0.0,1.0,1.0,0.0,False
23,1.0,0.0,1.0,1.0,0.0,True
24,0.0,1.0,0.0,1.0,0.0,False
25,0.0,1.0,1.0,0.0,1.0,True
26,1.0,1.0,0.0,1.0,1.0,False
27,1.0,1.0,1.0,0.0,1.0,True
28,1.0,1.0,0.0,1.0,1.0,True
29,1.0,1.0,0.0,0.0,1.0,True
30,0.0,1.0,1.0,0.0,1.0,False
31,1.0,1.0,0.0,1.0,1.0,False
32,1.0,1.0,0.0,0.0,1.0,True
33,1.0,1.0,1.0,0.0,1.0,True
34,0.0,1.0,1.0,1.0,1.0,False
35,1.0,0.0,0.0,1.0,1.0,False
36,1.0,1.0,0.0,0.0,0.0,True
37,1.0,1.0,0.0,0.0,1.0,True
38,1.0,1.0,0.0,0.0,1.0,True
39,0.0,0.0,0.0,0.0,1.0,False
40,0.0,1.0,1.0,0.0,0.0,True
41,1.0,1.0,1.0,1.0,1.0,False
42,1.0,0.0,1.0,1.0,1.0,True
