,action_stage_1,transition_type,reward,prev_reward,transition_prev,stay
0,0.0,1.0,1.0,0.0,0.0,False
1,0.0,1.0,0.0,1.0,1.0,True
2,0.0,1.0,1.0,0.0,1.0,True
3,1.0,1.0,0.0,1.0,1.0,False
4,1.0,1.0,1.0,0.0,1.0,True
5,1.0,1.0,0.0,1.0,1.0,True
6,1.0,1.0,0.0,0.0,1.0,True
7,1.0,1.0,0.0,0.0,1.0,True
8,0.0,1.0,1.0,0.0,1.0,False
9,1.0,1.0,0.0,1.0,1.0,False
10,0.0,1.0,1.0,0.0,1.0,False
11,0.0,0.0,0.0,1.0,1.0,True
12,0.0,1.0,1.0,0.0,0.0,True
13,0.0,1.0,1.0,1.0,1.0,True
14,0.0,0.0,0.0,1.0,1.0,True
15,0.0,0.0,0.0,0.0,0.0,True
16,0.0,1.0,0.0,0.0,0.0,True
17,0.0,1.0,0.0,0.0,1.0,True
18,0.0,1.0,1.0,0.0,1.0,True
19,0.0,0.0,0.0,1.0,1.0,True
20,0.0,1.0,1.0,0.0,0.0,True
21,0.0,1.0,1.0,1.0,1.0,True
22,0.0,1.0,1.0,1.0,1.0,True
23,0.0,1.0,0.0,1.0,1.0,True
24,0.0,1.0,1.0,0.0,1.0,True
25,0.0,0.0,0.0,1.0,1.0,True
26,1.0,1.0,0.0,0.0,0.0,False
27,1.0,1.0,0.0,0.0,1.0,True
28,1.0,0.0,1.0,0.0,1.0,True
29,1.0,1.0,1.0,1.0,0.0,True
30,1.0,1.0,0.0,1.0,1.0,True
31,1.0,1.0,0.0,0.0,1.0,True
32,1.0,1.0,1.0,0.0,1.0,True
33,1.0,1.0,0.0,1.0,1.0,True
34,0.0,1.0,1.0,0.0,1.0,False
35,0.0,1.0,1.0,1.0,1.0,True
36,0.0,1.0,1.0,1.0,1.0,True
37,0.0,1.0,1.0,1.0,1.0,True
38,1.0,1.0,0.0,1.0,1.0,False
39,1.0,0.0,1.0,0.0,1.0,True
40,1.0,1.0,1.0,1.0,0.0,True
41,0.0,1.0,0.0,1.0,1.0,False
42,0.0,1.0,1.0,0.0,1.0,True
43,0.0,1.0,1.0,1.0,1.0,True
44,0.0,1.0,1.0,1.0,1.0,True
45,1.0,1.0,0.0,1.0,1.0,False
46,1.0,1.0,1.0,0.0,1.0,True
47,1.0,1.0,0.0,1.0,1.0,True
48,1.0,1.0,0.0,0.0,1.0,True
49,1.0,1.0,0.0,0.0,1.0,True
50,0.0,1.0,1.0,0.0,1.0,False
51,0.0,0.0,1.0,1.0,1.0,True
52,0.0,1.0,1.0,1.0,0.0,True
53,0.0,1.0,1.0,1.0,1.0,True
54,0.0,0.0,0.0,1.0,1.0,True
55,0.0,0.0,0.0,0.0,0.0,True
56,0.0,1.0,1.0,0.0,0.0,True
57,0.0,1.0,1.0,1.0,1.0,True
58,1.0,1.0,1.0,1.0,1.0,False
59,1.0,1.0,0.0,1.0,1.0,True
60,1.0,1.0,0.0,0.0,1.0,True
61,1.0,1.0,0.0,0.0,1.0,True
62,1.0,1.0,0.0,0.0,1.0,True
63,1.0,1.0,0.0,0.0,1.0,True
64,0.0,1.0,1.0,0.0,1.0,False
65,0.0,1.0,1.0,1.0,1.0,True
66,0.0,1.0,0.0,1.0,1.0,True
67,1.0,1.0,0.0,0.0,1.0,False
68,1.0,0.0,1.0,0.0,1.0,True
69,1.0,1.0,0.0,1.0,0.0,True
70,1.0,1.0,1.0,0.0,1.0,True
71,1.0,1.0,0.0,1.0,1.0,True
72,1.0,0.0,0.0,0.0,1.0,True
73,1.0,1.0,0.0,0.0,0.0,True
74,1.0,1.0,0.0,0.0,1.0,True
75,1.0,1.0,1.0,0.0,1.0,True
76,0.0,0.0,0.0,1.0,1.0,False
77,0.0,0.0,0.0,0.0,0.0,True
78,0.0,0.0,0.0,0.0,0.0,True
79,0.0,1.0,1.0,0.0,0.0,True
80,0.0,1.0,0.0,1.0,1.0,True
81,0.0,1.0,1.0,0.0,1.0,True
82,1.0,1.0,1.0,1.0,1.0,False
83,1.0,1.0,0.0,1.0,1.0,True
84,1.0,1.0,0.0,0.0,1.0,True
85,0.0,1.0,1.0,0.0,1.0,False
86,0.0,1.0,0.0,1.0,1.0,True
87,1.0,1.0,0.0,0.0,1.0,False
88,0.0,1.0,1.0,0.0,1.0,False
89,1.0,1.0,1.0,1.0,1.0,False
90,0.0,1.0,1.0,1.0,1.0,False
91,0.0,1.0,1.0,1.0,1.0,True
92,1.0,1.0,0.0,1.0,1.0,False
93,1.0,1.0,1.0,0.0,1.0,True
94,0.0,1.0,1.0,1.0,1.0,False
95,0.0,1.0,1.0,1.0,1.0,True
96,0.0,0.0,0.0,1.0,1.0,True
97,0.0,1.0,0.0,0.0,0.0,True
98,0.0,1.0,1.0,0.0,1.0,True
99,1.0,1.0,0.0,1.0,1.0,False
100,1.0,1.0,1.0,0.0,1.0,True
101,1.0,1.0,1.0,1.0,1.0,True
102,1.0,1.0,1.0,1.0,1.0,True
103,1.0,1.0,1.0,1.0,1.0,True
104,1.0,1.0,1.0,1.0,1.0,True
105,1.0,1.0,0.0,1.0,1.0,True
106,1.0,1.0,1.0,0.0,1.0,True
107,1.0,1.0,1.0,1.0,1.0,True
108,1.0,1.0,1.0,1.0,1.0,True
109,1.0,1.0,1.0,1.0,1.0,True
110,0.0,0.0,0.0,1.0,1.0,False
111,0.0,1.0,0.0,0.0,0.0,True
112,0.0,1.0,0.0,0.0,1.0,True
113,0.0,1.0,1.0,0.0,1.0,True
114,0.0,1.0,0.0,1.0,1.0,True
115,0.0,1.0,0.0,0.0,1.0,True
116,0.0,1.0,1.0,0.0,1.0,True
117,0.0,1.0,0.0,1.0,1.0,True
118,0.0,1.0,0.0,0.0,1.0,True
119,0.0,1.0,0.0,0.0,1.0,True
120,0.0,0.0,0.0,0.0,1.0,True
121,1.0,1.0,1.0,0.0,0.0,False
122,1.0,0.0,0.0,1.0,1.0,True
123,1.0,1.0,1.0,0.0,0.0,True
124,1.0,1.0,1.0,1.0,1.0,True
125,1.0,0.0,1.0,1.0,1.0,True
126,1.0,1.0,0.0,1.0,0.0,True
127,1.0,1.0,1.0,0.0,1.0,True
128,0.0,1.0,0.0,1.0,1.0,False
129,0.0,0.0,0.0,0.0,1.0,True
130,1.0,1.0,1.0,0.0,0.0,False
131,1.0,1.0,1.0,1.0,1.0,True
132,1.0,1.0,1.0,1.0,1.0,True
133,1.0,1.0,1.0,1.0,1.0,True
