,action_stage_1,transition_type,reward,prev_reward,transition_prev,stay
0,1.0,1.0,1.0,0.0,0.0,False
1,1.0,1.0,0.0,1.0,1.0,True
2,0.0,1.0,1.0,0.0,1.0,False
3,1.0,1.0,0.0,1.0,1.0,False
4,1.0,1.0,0.0,0.0,1.0,True
5,1.0,1.0,0.0,0.0,1.0,True
6,0.0,1.0,1.0,0.0,1.0,False
7,1.0,1.0,0.0,1.0,1.0,False
8,1.0,1.0,0.0,0.0,1.0,True
9,0.0,0.0,0.0,0.0,1.0,False
10,0.0,0.0,1.0,0.0,0.0,True
11,0.0,1.0,1.0,1.0,0.0,True
12,0.0,1.0,0.0,1.0,1.0,True
13,0.0,1.0,0.0,0.0,1.0,True
14,1.0,1.0,0.0,0.0,1.0,False
15,1.0,1.0,0.0,0.0,1.0,True
16,0.0,1.0,0.0,0.0,1.0,False
17,1.0,1.0,1.0,0.0,1.0,False
18,0.0,0.0,1.0,1.0,1.0,False
19,0.0,1.0,0.0,1.0,0.0,True
20,1.0,1.0,1.0,0.0,1.0,False
21,1.0,1.0,0.0,1.0,1.0,True
22,1.0,1.0,0.0,0.0,1.0,True
23,0.0,1.0,0.0,0.0,1.0,False
24,0.0,1.0,0.0,0.0,1.0,True
25,1.0,1.0,1.0,0.0,1.0,False
26,1.0,1.0,0.0,1.0,1.0,True
27,1.0,0.0,1.0,0.0,1.0,True
28,1.0,1.0,0.0,1.0,0.0,True
29,0.0,1.0,0.0,0.0,1.0,False
30,0.0,1.0,1.0,0.0,1.0,True
31,1.0,1.0,0.0,1.0,1.0,False
32,0.0,1.0,1.0,0.0,1.0,False
33,0.0,0.0,0.0,1.0,1.0,True
34,1.0,1.0,0.0,0.0,0.0,False
35,1.0,1.0,1.0,0.0,1.0,True
36,0.0,1.0,1.0,1.0,1.0,False
37,0.0,1.0,0.0,1.0,1.0,True
38,0.0,0.0,0.0,0.0,1.0,True
39,1.0,1.0,0.0,0.0,0.0,False
40,1.0,1.0,0.0,0.0,1.0,True
41,0.0,0.0,1.0,0.0,1.0,False
42,0.0,1.0,1.0,1.0,0.0,True
43,0.0,1.0,0.0,1.0,1.0,True
44,0.0,1.0,1.0,0.0,1.0,True
45,1.0,0.0,1.0,1.0,1.0,False
46,0.0,1.0,1.0,1.0,0.0,False
47,1.0,0.0,1.0,1.0,1.0,False
48,0.0,0.0,0.0,1.0,0.0,False
49,0.0,1.0,1.0,0.0,0.0,True
50,1.0,1.0,0.0,1.0,1.0,False
51,0.0,1.0,0.0,0.0,1.0,False
52,1.0,1.0,0.0,0.0,1.0,False
53,0.0,0.0,0.0,0.0,1.0,False
54,0.0,1.0,1.0,0.0,0.0,True
55,1.0,0.0,1.0,1.0,1.0,False
56,0.0,1.0,1.0,1.0,0.0,False
57,0.0,0.0,0.0,1.0,1.0,True
58,0.0,0.0,0.0,0.0,0.0,True
59,1.0,1.0,0.0,0.0,0.0,False
60,1.0,1.0,0.0,0.0,1.0,True
61,1.0,1.0,1.0,0.0,1.0,True
62,1.0,1.0,0.0,1.0,1.0,True
63,0.0,1.0,1.0,0.0,1.0,False
64,1.0,1.0,0.0,1.0,1.0,False
65,1.0,1.0,0.0,0.0,1.0,True
66,1.0,1.0,0.0,0.0,1.0,True
67,0.0,1.0,1.0,0.0,1.0,False
68,0.0,1.0,1.0,1.0,1.0,True
69,0.0,1.0,1.0,1.0,1.0,True
70,0.0,0.0,0.0,1.0,1.0,True
71,1.0,1.0,0.0,0.0,0.0,False
72,0.0,1.0,1.0,0.0,1.0,False
73,1.0,1.0,0.0,1.0,1.0,False
74,1.0,1.0,0.0,0.0,1.0,True
75,0.0,1.0,1.0,0.0,1.0,False
76,0.0,1.0,1.0,1.0,1.0,True
77,1.0,1.0,1.0,1.0,1.0,False
78,1.0,0.0,1.0,1.0,1.0,True
79,1.0,1.0,0.0,1.0,0.0,True
80,0.0,1.0,0.0,0.0,1.0,False
81,1.0,1.0,1.0,0.0,1.0,False
82,0.0,1.0,1.0,1.0,1.0,False
83,0.0,1.0,1.0,1.0,1.0,True
84,0.0,1.0,1.0,1.0,1.0,True
85,0.0,1.0,1.0,1.0,1.0,True
86,0.0,1.0,0.0,1.0,1.0,True
87,0.0,1.0,1.0,0.0,1.0,True
88,1.0,1.0,0.0,1.0,1.0,False
89,1.0,1.0,1.0,0.0,1.0,True
90,0.0,0.0,0.0,1.0,1.0,False
91,0.0,1.0,1.0,0.0,0.0,True
92,0.0,1.0,1.0,1.0,1.0,True
93,1.0,0.0,1.0,1.0,1.0,False
