,action_stage_1,transition_type,reward,prev_reward,transition_prev,stay
0,1.0,0.0,1.0,0.0,0.0,False
1,0.0,1.0,1.0,1.0,0.0,False
2,1.0,1.0,0.0,1.0,1.0,False
3,1.0,0.0,1.0,0.0,1.0,True
4,0.0,1.0,0.0,1.0,0.0,False
5,1.0,1.0,0.0,0.0,1.0,False
6,1.0,1.0,0.0,0.0,1.0,True
7,0.0,1.0,1.0,0.0,1.0,False
8,0.0,1.0,1.0,1.0,1.0,True
9,0.0,1.0,1.0,1.0,1.0,True
10,1.0,1.0,0.0,1.0,1.0,False
11,1.0,1.0,0.0,0.0,1.0,True
12,1.0,1.0,0.0,0.0,1.0,True
13,0.0,1.0,1.0,0.0,1.0,False
14,0.0,1.0,1.0,1.0,1.0,True
15,0.0,1.0,1.0,1.0,1.0,True
16,0.0,1.0,1.0,1.0,1.0,True
17,1.0,1.0,1.0,1.0,1.0,False
18,0.0,1.0,1.0,1.0,1.0,False
19,1.0,1.0,0.0,1.0,1.0,False
20,0.0,1.0,1.0,0.0,1.0,False
21,1.0,1.0,0.0,1.0,1.0,False
22,1.0,1.0,0.0,0.0,1.0,True
23,0.0,0.0,1.0,0.0,1.0,False
24,1.0,1.0,0.0,1.0,0.0,False
25,0.0,1.0,1.0,0.0,1.0,False
26,0.0,1.0,1.0,1.0,1.0,True
27,0.0,0.0,0.0,1.0,1.0,True
28,0.0,0.0,0.0,0.0,0.0,True
29,1.0,0.0,1.0,0.0,0.0,False
30,0.0,1.0,1.0,1.0,0.0,False
31,0.0,1.0,1.0,1.0,1.0,True
32,0.0,1.0,1.0,1.0,1.0,True
33,1.0,1.0,0.0,1.0,1.0,False
34,1.0,0.0,0.0,0.0,1.0,True
35,0.0,1.0,1.0,0.0,0.0,False
36,0.0,1.0,1.0,1.0,1.0,True
37,0.0,0.0,0.0,1.0,1.0,True
38,0.0,1.0,1.0,0.0,0.0,True
39,0.0,0.0,0.0,1.0,1.0,True
40,1.0,1.0,0.0,0.0,0.0,False
41,0.0,1.0,1.0,0.0,1.0,False
42,0.0,0.0,0.0,1.0,1.0,True
43,0.0,1.0,1.0,0.0,0.0,True
44,1.0,1.0,0.0,1.0,1.0,False
45,0.0,1.0,0.0,0.0,1.0,False
46,0.0,1.0,1.0,0.0,1.0,True
47,1.0,0.0,1.0,1.0,1.0,False
48,0.0,1.0,1.0,1.0,0.0,False
49,0.0,1.0,0.0,1.0,1.0,True
50,1.0,1.0,1.0,0.0,1.0,False
51,1.0,1.0,1.0,1.0,1.0,True
52,1.0,1.0,0.0,1.0,1.0,True
53,1.0,1.0,0.0,0.0,1.0,True
54,1.0,1.0,0.0,0.0,1.0,True
55,1.0,1.0,0.0,0.0,1.0,True
56,0.0,1.0,1.0,0.0,1.0,False
57,0.0,1.0,1.0,1.0,1.0,True
58,0.0,0.0,0.0,1.0,1.0,True
59,1.0,1.0,0.0,0.0,0.0,False
60,1.0,0.0,1.0,0.0,1.0,True
61,0.0,0.0,0.0,1.0,0.0,False
