,action_stage_1,transition_type,reward,prev_reward,transition_prev,stay
0,0.0,1.0,1.0,0.0,0.0,False
1,1.0,1.0,1.0,1.0,1.0,False
2,0.0,0.0,1.0,1.0,1.0,False
3,0.0,1.0,1.0,1.0,0.0,True
4,1.0,1.0,0.0,1.0,1.0,False
5,0.0,1.0,1.0,0.0,1.0,False
6,1.0,1.0,0.0,1.0,1.0,False
7,0.0,1.0,1.0,0.0,1.0,False
8,1.0,0.0,1.0,1.0,1.0,False
9,1.0,1.0,1.0,1.0,0.0,True
10,1.0,1.0,1.0,1.0,1.0,True
11,0.0,1.0,1.0,1.0,1.0,False
12,1.0,0.0,0.0,1.0,1.0,False
13,0.0,1.0,1.0,0.0,0.0,False
14,1.0,1.0,0.0,1.0,1.0,False
15,1.0,0.0,1.0,0.0,1.0,True
16,0.0,1.0,1.0,1.0,0.0,False
17,1.0,0.0,1.0,1.0,1.0,False
18,0.0,1.0,1.0,1.0,0.0,False
19,0.0,0.0,0.0,1.0,1.0,True
20,1.0,1.0,0.0,0.0,0.0,False
21,0.0,1.0,1.0,0.0,1.0,False
22,0.0,1.0,1.0,1.0,1.0,True
23,1.0,1.0,1.0,1.0,1.0,False
24,0.0,0.0,0.0,1.0,1.0,False
25,1.0,1.0,1.0,0.0,0.0,False
26,1.0,0.0,0.0,1.0,1.0,True
27,1.0,1.0,0.0,0.0,0.0,True
28,0.0,0.0,0.0,0.0,1.0,False
29,1.0,0.0,1.0,0.0,0.0,False
30,0.0,1.0,1.0,1.0,0.0,False
31,0.0,1.0,1.0,1.0,1.0,True
32,0.0,1.0,1.0,1.0,1.0,True
33,1.0,1.0,0.0,1.0,1.0,False
34,0.0,1.0,1.0,0.0,1.0,False
35,1.0,1.0,0.0,1.0,1.0,False
36,0.0,0.0,0.0,0.0,1.0,False
37,0.0,0.0,0.0,0.0,0.0,True
38,0.0,1.0,0.0,0.0,0.0,True
39,1.0,1.0,0.0,0.0,1.0,False
40,1.0,1.0,0.0,0.0,1.0,True
41,0.0,1.0,1.0,0.0,1.0,False
42,1.0,1.0,0.0,1.0,1.0,False
43,0.0,1.0,1.0,0.0,1.0,False
44,0.0,1.0,1.0,1.0,1.0,True
45,0.0,1.0,1.0,1.0,1.0,True
46,0.0,1.0,1.0,1.0,1.0,True
47,0.0,1.0,1.0,1.0,1.0,True
48,0.0,1.0,1.0,1.0,1.0,True
49,1.0,1.0,0.0,1.0,1.0,False
50,0.0,1.0,1.0,0.0,1.0,False
51,0.0,0.0,1.0,1.0,1.0,True
52,0.0,1.0,1.0,1.0,0.0,True
53,0.0,1.0,0.0,1.0,1.0,True
54,1.0,0.0,1.0,0.0,1.0,False
55,0.0,1.0,1.0,1.0,0.0,False
56,0.0,1.0,1.0,1.0,1.0,True
57,1.0,1.0,0.0,1.0,1.0,False
58,1.0,1.0,0.0,0.0,1.0,True
59,0.0,1.0,1.0,0.0,1.0,False
60,0.0,1.0,1.0,1.0,1.0,True
61,0.0,0.0,0.0,1.0,1.0,True
62,1.0,1.0,0.0,0.0,0.0,False
63,0.0,1.0,1.0,0.0,1.0,False
64,1.0,1.0,0.0,1.0,1.0,False
65,0.0,1.0,1.0,0.0,1.0,False
66,0.0,1.0,1.0,1.0,1.0,True
67,0.0,1.0,1.0,1.0,1.0,True
68,1.0,1.0,1.0,1.0,1.0,False
69,0.0,1.0,1.0,1.0,1.0,False
70,1.0,1.0,1.0,1.0,1.0,False
71,0.0,0.0,1.0,1.0,1.0,False
72,0.0,1.0,1.0,1.0,0.0,True
73,1.0,1.0,0.0,1.0,1.0,False
74,0.0,1.0,1.0,0.0,1.0,False
75,0.0,1.0,0.0,1.0,1.0,True
76,0.0,1.0,1.0,0.0,1.0,True
77,0.0,0.0,1.0,1.0,1.0,True
78,0.0,0.0,0.0,1.0,0.0,True
79,1.0,1.0,0.0,0.0,0.0,False
80,1.0,0.0,1.0,0.0,1.0,True
81,0.0,1.0,1.0,1.0,0.0,False
82,1.0,0.0,1.0,1.0,1.0,False
83,0.0,0.0,0.0,1.0,0.0,False
84,1.0,1.0,0.0,0.0,0.0,False
85,0.0,0.0,0.0,0.0,1.0,False
86,1.0,1.0,0.0,0.0,0.0,False
87,1.0,1.0,0.0,0.0,1.0,True
88,1.0,1.0,0.0,0.0,1.0,True
89,1.0,1.0,0.0,0.0,1.0,True
90,1.0,1.0,0.0,0.0,1.0,True
91,0.0,1.0,1.0,0.0,1.0,False
92,0.0,1.0,1.0,1.0,1.0,True
93,1.0,1.0,0.0,1.0,1.0,False
94,1.0,0.0,1.0,0.0,1.0,True
95,0.0,1.0,1.0,1.0,0.0,False
96,0.0,1.0,1.0,1.0,1.0,True
97,1.0,1.0,0.0,1.0,1.0,False
98,0.0,1.0,1.0,0.0,1.0,False
99,0.0,1.0,1.0,1.0,1.0,True
100,0.0,1.0,0.0,1.0,1.0,True
101,1.0,1.0,1.0,0.0,1.0,False
102,0.0,1.0,0.0,1.0,1.0,False
103,0.0,1.0,0.0,0.0,1.0,True
104,1.0,1.0,1.0,0.0,1.0,False
105,0.0,0.0,0.0,1.0,1.0,False
106,0.0,1.0,0.0,0.0,0.0,True
107,1.0,0.0,0.0,0.0,1.0,False
108,1.0,0.0,0.0,0.0,0.0,True
109,1.0,1.0,1.0,0.0,0.0,True
110,0.0,1.0,0.0,1.0,1.0,False
111,0.0,1.0,0.0,0.0,1.0,True
112,1.0,1.0,1.0,0.0,1.0,False
113,1.0,1.0,1.0,1.0,1.0,True
114,0.0,1.0,0.0,1.0,1.0,False
115,0.0,0.0,0.0,0.0,1.0,True
116,0.0,1.0,0.0,0.0,0.0,True
117,1.0,1.0,1.0,0.0,1.0,False
118,1.0,1.0,1.0,1.0,1.0,True
119,0.0,1.0,0.0,1.0,1.0,False
120,1.0,1.0,0.0,0.0,1.0,False
121,1.0,1.0,1.0,0.0,1.0,True
122,1.0,1.0,1.0,1.0,1.0,True
123,0.0,0.0,0.0,1.0,1.0,False
124,0.0,1.0,0.0,0.0,0.0,True
125,1.0,1.0,1.0,0.0,1.0,False
126,0.0,0.0,1.0,1.0,1.0,False
127,1.0,1.0,1.0,1.0,0.0,False
128,0.0,1.0,0.0,1.0,1.0,False
129,0.0,1.0,0.0,0.0,1.0,True
130,0.0,1.0,0.0,0.0,1.0,True
131,0.0,0.0,1.0,0.0,1.0,True
132,1.0,1.0,1.0,1.0,0.0,False
133,1.0,1.0,1.0,1.0,1.0,True
134,1.0,0.0,1.0,1.0,1.0,True
135,0.0,1.0,0.0,1.0,0.0,False
136,1.0,1.0,0.0,0.0,1.0,False
137,1.0,1.0,1.0,0.0,1.0,True
138,0.0,1.0,0.0,1.0,1.0,False
139,0.0,1.0,0.0,0.0,1.0,True
140,0.0,1.0,0.0,0.0,1.0,True
141,1.0,1.0,1.0,0.0,1.0,False
142,1.0,1.0,1.0,1.0,1.0,True
143,0.0,1.0,0.0,1.0,1.0,False
144,0.0,1.0,0.0,0.0,1.0,True
145,0.0,1.0,1.0,0.0,1.0,True
146,1.0,0.0,0.0,1.0,1.0,False
147,1.0,1.0,1.0,0.0,0.0,True
148,1.0,1.0,1.0,1.0,1.0,True
149,1.0,1.0,0.0,1.0,1.0,True
150,0.0,1.0,0.0,0.0,1.0,False
151,1.0,0.0,0.0,0.0,1.0,False
152,0.0,1.0,0.0,0.0,0.0,False
153,1.0,1.0,1.0,0.0,1.0,False
154,0.0,1.0,1.0,1.0,1.0,False
155,1.0,1.0,1.0,1.0,1.0,False
156,0.0,1.0,1.0,1.0,1.0,False
157,1.0,1.0,1.0,1.0,1.0,False
158,0.0,1.0,0.0,1.0,1.0,False
159,1.0,1.0,1.0,0.0,1.0,False
160,0.0,1.0,0.0,1.0,1.0,False
161,0.0,0.0,1.0,0.0,1.0,True
162,1.0,1.0,1.0,1.0,0.0,False
163,0.0,1.0,0.0,1.0,1.0,False
164,0.0,1.0,0.0,0.0,1.0,True
165,1.0,1.0,1.0,0.0,1.0,False
166,1.0,1.0,0.0,1.0,1.0,True
167,0.0,1.0,0.0,0.0,1.0,False
168,1.0,1.0,1.0,0.0,1.0,False
169,0.0,1.0,0.0,1.0,1.0,False
170,1.0,1.0,0.0,0.0,1.0,False
171,1.0,1.0,1.0,0.0,1.0,True
172,0.0,1.0,1.0,1.0,1.0,False
173,0.0,1.0,0.0,1.0,1.0,True
174,0.0,1.0,0.0,0.0,1.0,True
175,1.0,1.0,1.0,0.0,1.0,False
176,0.0,0.0,0.0,1.0,1.0,False
177,1.0,1.0,1.0,0.0,0.0,False
178,0.0,0.0,0.0,1.0,1.0,False
179,0.0,1.0,0.0,0.0,0.0,True
180,1.0,1.0,1.0,0.0,1.0,False
181,1.0,1.0,0.0,1.0,1.0,True
182,1.0,0.0,0.0,0.0,1.0,True
183,0.0,1.0,0.0,0.0,0.0,False
184,1.0,1.0,1.0,0.0,1.0,False
185,0.0,1.0,0.0,1.0,1.0,False
186,1.0,1.0,1.0,0.0,1.0,False
187,1.0,1.0,1.0,1.0,1.0,True
188,1.0,1.0,1.0,1.0,1.0,True
189,1.0,0.0,1.0,1.0,1.0,True
190,0.0,1.0,0.0,1.0,0.0,False
191,1.0,1.0,1.0,0.0,1.0,False
192,1.0,1.0,1.0,1.0,1.0,True
193,0.0,1.0,0.0,1.0,1.0,False
194,1.0,1.0,1.0,0.0,1.0,False
195,0.0,1.0,0.0,1.0,1.0,False
196,0.0,1.0,1.0,0.0,1.0,True
197,0.0,1.0,0.0,1.0,1.0,True
198,1.0,1.0,1.0,0.0,1.0,False
199,1.0,1.0,1.0,1.0,1.0,True
200,1.0,1.0,0.0,1.0,1.0,True
201,0.0,1.0,0.0,0.0,1.0,False
202,1.0,1.0,0.0,0.0,1.0,False
203,0.0,1.0,1.0,0.0,1.0,False
204,1.0,1.0,0.0,1.0,1.0,False
205,0.0,1.0,0.0,0.0,1.0,False
206,1.0,1.0,0.0,0.0,1.0,False
207,1.0,1.0,0.0,0.0,1.0,True
208,0.0,0.0,1.0,0.0,1.0,False
209,1.0,1.0,0.0,1.0,0.0,False
210,0.0,1.0,1.0,0.0,1.0,False
211,0.0,1.0,1.0,1.0,1.0,True
212,0.0,0.0,1.0,1.0,1.0,True
213,0.0,1.0,1.0,1.0,0.0,True
214,1.0,1.0,0.0,1.0,1.0,False
215,0.0,0.0,1.0,0.0,1.0,False
216,1.0,1.0,0.0,1.0,0.0,False
217,1.0,1.0,0.0,0.0,1.0,True
218,1.0,1.0,0.0,0.0,1.0,True
219,0.0,1.0,1.0,0.0,1.0,False
220,0.0,1.0,1.0,1.0,1.0,True
221,0.0,1.0,1.0,1.0,1.0,True
222,0.0,1.0,1.0,1.0,1.0,True
223,1.0,1.0,1.0,1.0,1.0,False
224,0.0,1.0,1.0,1.0,1.0,False
225,0.0,1.0,1.0,1.0,1.0,True
226,0.0,1.0,0.0,1.0,1.0,True
227,1.0,1.0,0.0,0.0,1.0,False
228,0.0,0.0,0.0,0.0,1.0,False
229,1.0,0.0,1.0,0.0,0.0,False
230,1.0,1.0,0.0,1.0,0.0,True
231,1.0,0.0,1.0,0.0,1.0,True
232,0.0,1.0,1.0,1.0,0.0,False
233,1.0,1.0,0.0,1.0,1.0,False
234,1.0,1.0,0.0,0.0,1.0,True
235,0.0,1.0,1.0,0.0,1.0,False
236,0.0,1.0,1.0,1.0,1.0,True
237,1.0,0.0,0.0,1.0,1.0,False
238,1.0,1.0,0.0,0.0,0.0,True
239,1.0,1.0,1.0,0.0,1.0,True
