,action_stage_1,transition_type,reward,prev_reward,transition_prev,stay
0,0.0,1.0,1.0,0.0,0.0,False
1,0.0,1.0,1.0,1.0,1.0,True
2,0.0,1.0,0.0,1.0,1.0,True
3,1.0,1.0,1.0,0.0,1.0,False
4,1.0,0.0,0.0,1.0,1.0,True
5,1.0,1.0,0.0,0.0,0.0,True
6,1.0,1.0,1.0,0.0,1.0,True
7,1.0,1.0,0.0,1.0,1.0,True
8,1.0,1.0,1.0,0.0,1.0,True
9,1.0,1.0,0.0,1.0,1.0,True
10,1.0,0.0,1.0,0.0,1.0,True
11,0.0,0.0,0.0,1.0,0.0,False
12,0.0,1.0,0.0,0.0,0.0,True
13,1.0,1.0,0.0,0.0,1.0,False
14,0.0,1.0,0.0,0.0,1.0,False
15,1.0,1.0,0.0,0.0,1.0,False
16,1.0,1.0,0.0,0.0,1.0,True
17,0.0,1.0,1.0,0.0,1.0,False
18,0.0,1.0,1.0,1.0,1.0,True
19,1.0,1.0,1.0,1.0,1.0,False
20,0.0,1.0,0.0,1.0,1.0,False
21,0.0,0.0,0.0,0.0,1.0,True
22,0.0,1.0,0.0,0.0,0.0,True
23,1.0,1.0,0.0,0.0,1.0,False
24,1.0,1.0,1.0,0.0,1.0,True
25,1.0,1.0,1.0,1.0,1.0,True
26,0.0,1.0,1.0,1.0,1.0,False
27,0.0,1.0,1.0,1.0,1.0,True
28,1.0,1.0,0.0,1.0,1.0,False
29,0.0,1.0,1.0,0.0,1.0,False
30,0.0,1.0,1.0,1.0,1.0,True
31,0.0,1.0,1.0,1.0,1.0,True
32,0.0,1.0,1.0,1.0,1.0,True
33,1.0,0.0,1.0,1.0,1.0,False
34,0.0,0.0,0.0,1.0,0.0,False
35,1.0,1.0,0.0,0.0,0.0,False
36,1.0,0.0,1.0,0.0,1.0,True
37,1.0,1.0,1.0,1.0,0.0,True
38,1.0,1.0,0.0,1.0,1.0,True
39,1.0,1.0,0.0,0.0,1.0,True
40,0.0,0.0,1.0,0.0,1.0,False
41,0.0,1.0,0.0,1.0,0.0,True
42,1.0,1.0,0.0,0.0,1.0,False
43,1.0,1.0,0.0,0.0,1.0,True
44,0.0,1.0,1.0,0.0,1.0,False
45,1.0,0.0,1.0,1.0,1.0,False
46,1.0,1.0,0.0,1.0,0.0,True
47,0.0,0.0,0.0,0.0,1.0,False
48,1.0,1.0,1.0,0.0,0.0,False
49,1.0,1.0,0.0,1.0,1.0,True
50,1.0,1.0,0.0,0.0,1.0,True
51,1.0,1.0,0.0,0.0,1.0,True
52,1.0,0.0,1.0,0.0,1.0,True
53,0.0,1.0,1.0,1.0,0.0,False
54,0.0,1.0,1.0,1.0,1.0,True
55,0.0,1.0,1.0,1.0,1.0,True
56,1.0,1.0,0.0,1.0,1.0,False
57,0.0,0.0,0.0,0.0,1.0,False
58,1.0,1.0,0.0,0.0,0.0,False
59,0.0,1.0,0.0,0.0,1.0,False
60,1.0,1.0,0.0,0.0,1.0,False
61,0.0,1.0,0.0,0.0,1.0,False
62,1.0,1.0,0.0,0.0,1.0,False
63,1.0,1.0,0.0,0.0,1.0,True
64,1.0,1.0,0.0,0.0,1.0,True
65,1.0,1.0,0.0,0.0,1.0,True
66,0.0,1.0,1.0,0.0,1.0,False
67,0.0,1.0,1.0,1.0,1.0,True
68,0.0,1.0,0.0,1.0,1.0,True
69,0.0,1.0,1.0,0.0,1.0,True
70,1.0,0.0,1.0,1.0,1.0,False
71,0.0,0.0,1.0,1.0,0.0,False
72,1.0,1.0,0.0,1.0,0.0,False
73,1.0,1.0,0.0,0.0,1.0,True
74,1.0,1.0,0.0,0.0,1.0,True
75,0.0,1.0,0.0,0.0,1.0,False
76,1.0,1.0,0.0,0.0,1.0,False
77,0.0,1.0,1.0,0.0,1.0,False
78,0.0,1.0,1.0,1.0,1.0,True
79,1.0,1.0,0.0,1.0,1.0,False
80,1.0,1.0,0.0,0.0,1.0,True
81,1.0,1.0,0.0,0.0,1.0,True
82,1.0,1.0,0.0,0.0,1.0,True
83,0.0,0.0,0.0,0.0,1.0,False
84,0.0,1.0,1.0,0.0,0.0,True
85,0.0,0.0,0.0,1.0,1.0,True
86,1.0,1.0,1.0,0.0,0.0,False
87,0.0,1.0,1.0,1.0,1.0,False
88,1.0,0.0,1.0,1.0,1.0,False
89,1.0,1.0,1.0,1.0,0.0,True
90,0.0,1.0,1.0,1.0,1.0,False
91,0.0,1.0,0.0,1.0,1.0,True
92,0.0,1.0,1.0,0.0,1.0,True
93,0.0,1.0,1.0,1.0,1.0,True
94,0.0,1.0,0.0,1.0,1.0,True
95,1.0,1.0,0.0,0.0,1.0,False
96,1.0,0.0,1.0,0.0,1.0,True
97,1.0,1.0,0.0,1.0,0.0,True
98,1.0,0.0,1.0,0.0,1.0,True
99,0.0,1.0,0.0,1.0,0.0,False
100,1.0,1.0,1.0,0.0,1.0,False
101,1.0,1.0,0.0,1.0,1.0,True
102,1.0,1.0,0.0,0.0,1.0,True
103,0.0,1.0,0.0,0.0,1.0,False
104,1.0,1.0,1.0,0.0,1.0,False
105,1.0,1.0,1.0,1.0,1.0,True
106,1.0,1.0,1.0,1.0,1.0,True
107,0.0,1.0,0.0,1.0,1.0,False
108,1.0,1.0,1.0,0.0,1.0,False
109,1.0,1.0,1.0,1.0,1.0,True
110,1.0,1.0,1.0,1.0,1.0,True
111,0.0,1.0,1.0,1.0,1.0,False
112,1.0,1.0,1.0,1.0,1.0,False
113,1.0,1.0,1.0,1.0,1.0,True
114,0.0,1.0,0.0,1.0,1.0,False
115,1.0,1.0,0.0,0.0,1.0,False
116,1.0,1.0,1.0,0.0,1.0,True
117,0.0,1.0,0.0,1.0,1.0,False
118,1.0,1.0,0.0,0.0,1.0,False
119,1.0,1.0,1.0,0.0,1.0,True
120,1.0,0.0,1.0,1.0,1.0,True
121,0.0,1.0,1.0,1.0,0.0,False
122,0.0,1.0,0.0,1.0,1.0,True
123,0.0,1.0,0.0,0.0,1.0,True
124,1.0,1.0,1.0,0.0,1.0,False
125,1.0,1.0,1.0,1.0,1.0,True
126,0.0,1.0,0.0,1.0,1.0,False
127,1.0,1.0,1.0,0.0,1.0,False
