,action_stage_1,transition_type,reward,prev_reward,transition_prev,stay
0,1.0,1.0,0.0,0.0,0.0,False
1,1.0,1.0,0.0,0.0,1.0,True
2,1.0,1.0,0.0,0.0,1.0,True
3,1.0,1.0,0.0,0.0,1.0,True
4,1.0,1.0,0.0,0.0,1.0,True
5,1.0,0.0,1.0,0.0,1.0,True
6,1.0,0.0,1.0,1.0,0.0,True
7,1.0,1.0,1.0,1.0,0.0,True
8,0.0,0.0,0.0,1.0,1.0,False
9,0.0,0.0,0.0,0.0,0.0,True
10,1.0,1.0,1.0,0.0,0.0,False
11,1.0,1.0,0.0,1.0,1.0,True
12,1.0,1.0,0.0,0.0,1.0,True
13,1.0,1.0,1.0,0.0,1.0,True
14,1.0,1.0,0.0,1.0,1.0,True
15,0.0,1.0,1.0,0.0,1.0,False
16,1.0,1.0,0.0,1.0,1.0,False
17,0.0,1.0,1.0,0.0,1.0,False
18,0.0,1.0,1.0,1.0,1.0,True
19,0.0,1.0,1.0,1.0,1.0,True
20,0.0,0.0,0.0,1.0,1.0,True
21,0.0,1.0,1.0,0.0,0.0,True
22,0.0,1.0,1.0,1.0,1.0,True
23,0.0,1.0,1.0,1.0,1.0,True
24,0.0,1.0,1.0,1.0,1.0,True
25,0.0,0.0,0.0,1.0,1.0,True
26,1.0,1.0,1.0,0.0,0.0,False
27,0.0,0.0,0.0,1.0,1.0,False
28,0.0,1.0,1.0,0.0,0.0,True
29,0.0,1.0,1.0,1.0,1.0,True
30,0.0,1.0,1.0,1.0,1.0,True
31,1.0,1.0,0.0,1.0,1.0,False
32,0.0,1.0,1.0,0.0,1.0,False
33,1.0,1.0,1.0,1.0,1.0,False
34,1.0,1.0,0.0,1.0,1.0,True
35,1.0,1.0,1.0,0.0,1.0,True
36,1.0,1.0,0.0,1.0,1.0,True
37,1.0,1.0,0.0,0.0,1.0,True
38,0.0,1.0,1.0,0.0,1.0,False
39,0.0,1.0,1.0,1.0,1.0,True
40,0.0,1.0,0.0,1.0,1.0,True
41,1.0,1.0,0.0,0.0,1.0,False
42,0.0,0.0,1.0,0.0,1.0,False
43,0.0,1.0,1.0,1.0,0.0,True
44,0.0,1.0,1.0,1.0,1.0,True
45,1.0,1.0,1.0,1.0,1.0,False
46,1.0,1.0,0.0,1.0,1.0,True
47,1.0,1.0,0.0,0.0,1.0,True
48,0.0,0.0,0.0,0.0,1.0,False
49,1.0,1.0,1.0,0.0,0.0,False
50,1.0,0.0,1.0,1.0,1.0,True
51,1.0,1.0,0.0,1.0,0.0,True
