,action_stage_1,transition_type,reward,prev_reward,transition_prev,stay
0,1.0,0.0,0.0,0.0,0.0,False
1,1.0,1.0,0.0,0.0,0.0,True
2,0.0,1.0,1.0,0.0,1.0,False
3,1.0,1.0,0.0,1.0,1.0,False
4,1.0,1.0,0.0,0.0,1.0,True
5,0.0,1.0,1.0,0.0,1.0,False
6,0.0,1.0,1.0,1.0,1.0,True
7,0.0,1.0,1.0,1.0,1.0,True
8,1.0,1.0,0.0,1.0,1.0,False
9,1.0,1.0,0.0,0.0,1.0,True
10,0.0,1.0,0.0,0.0,1.0,False
11,0.0,1.0,0.0,0.0,1.0,True
12,0.0,1.0,1.0,0.0,1.0,True
13,0.0,0.0,0.0,1.0,1.0,True
14,0.0,1.0,1.0,0.0,0.0,True
15,0.0,1.0,1.0,1.0,1.0,True
16,1.0,1.0,0.0,1.0,1.0,False
17,0.0,1.0,1.0,0.0,1.0,False
18,1.0,1.0,0.0,1.0,1.0,False
19,0.0,1.0,1.0,0.0,1.0,False
20,0.0,1.0,1.0,1.0,1.0,True
21,0.0,0.0,1.0,1.0,1.0,True
22,1.0,1.0,0.0,1.0,0.0,False
23,0.0,1.0,0.0,0.0,1.0,False
24,1.0,1.0,0.0,0.0,1.0,False
25,0.0,0.0,0.0,0.0,1.0,False
26,0.0,0.0,1.0,0.0,0.0,True
27,0.0,1.0,1.0,1.0,0.0,True
28,0.0,0.0,1.0,1.0,1.0,True
29,1.0,1.0,0.0,1.0,0.0,False
30,1.0,1.0,0.0,0.0,1.0,True
31,1.0,1.0,0.0,0.0,1.0,True
32,1.0,1.0,0.0,0.0,1.0,True
33,1.0,1.0,1.0,0.0,1.0,True
34,1.0,1.0,0.0,1.0,1.0,True
35,1.0,1.0,0.0,0.0,1.0,True
36,1.0,1.0,0.0,0.0,1.0,True
37,0.0,0.0,0.0,0.0,1.0,False
38,0.0,1.0,1.0,0.0,0.0,True
39,1.0,1.0,1.0,1.0,1.0,False
40,0.0,1.0,1.0,1.0,1.0,False
41,1.0,1.0,0.0,1.0,1.0,False
42,0.0,1.0,1.0,0.0,1.0,False
43,0.0,1.0,1.0,1.0,1.0,True
44,1.0,1.0,0.0,1.0,1.0,False
45,1.0,1.0,0.0,0.0,1.0,True
46,1.0,1.0,0.0,0.0,1.0,True
47,1.0,1.0,0.0,0.0,1.0,True
48,1.0,1.0,0.0,0.0,1.0,True
49,1.0,1.0,1.0,0.0,1.0,True
50,0.0,1.0,0.0,1.0,1.0,False
51,1.0,1.0,0.0,0.0,1.0,False
52,1.0,1.0,0.0,0.0,1.0,True
53,0.0,0.0,0.0,0.0,1.0,False
54,1.0,1.0,0.0,0.0,0.0,False
55,0.0,1.0,1.0,0.0,1.0,False
56,0.0,1.0,1.0,1.0,1.0,True
57,0.0,0.0,1.0,1.0,1.0,True
58,1.0,1.0,1.0,1.0,0.0,False
59,1.0,0.0,1.0,1.0,1.0,True
60,0.0,1.0,1.0,1.0,0.0,False
61,1.0,1.0,1.0,1.0,1.0,False
62,1.0,1.0,0.0,1.0,1.0,True
63,1.0,1.0,1.0,0.0,1.0,True
64,0.0,1.0,1.0,1.0,1.0,False
