,agent,fit_parameters_hybrid,train_nlp_hybrid,test_acc_hybrid,test_nlp_hybrid,fit_parameters_wsls,train_nlp_wsls,test_acc_wsls,test_nlp_wsls,fit_parameters_logistic_regression,train_nlp_logistic_regression,test_acc_logistic_regression,test_nlp_logistic_regression,train_acc_rnn,train_nlp_rnn,test_acc_rnn,test_nlp_rnn
76,9,[0.11634999 4.83456342 0.34755032],0.6179105890525052,0.74,0.6182993118609016,[0.69892457 0.42331286],0.6444028846621636,0.66,0.6452516691434351,"[array([0.7603359]), array([[ 0.70481881, -0.57427311, -0.29110528]])]",0.6345530779978861,0.673469387755102,0.6487232353935853,0.6742857098579407,0.5854902267456055,0.6600000262260437,0.622586190700531
77,9,[0.  0.1 1. ],0.6931469805599653,0.48,0.6931469805599658,[0.70212769 0.3975155 ],0.6382435378362273,0.56,0.6883860804690038,"[array([0.77959575]), array([[ 0.47825771, -0.46444404, -0.09642776]])]",0.631729494666919,0.5714285714285714,0.6718197718323593,0.7085714340209961,0.5617176294326782,0.5600000023841858,0.676085889339447
78,9,[0.17832996 3.12756378 0.        ],0.6215563526511733,0.74,0.5349476601341842,[0.69398914 0.42168661],0.6469013372341766,0.7,0.6209058802924675,"[array([0.72499155]), array([[ 0.62946475, -0.50648739, -0.2346436 ]])]",0.6387262265838103,0.6938775510204082,0.6179843576049344,0.7028571367263794,0.5811174511909485,0.699999988079071,0.5749881267547607
79,9,[0.18410867 3.54113072 0.31689953],0.6304928200612148,0.76,0.4360053995697418,[0.67403318 0.42261905],0.6553842158479222,0.78,0.5641630607780467,"[array([0.60079148]), array([[ 0.51315059, -0.2624388 , -0.17555003]])]",0.6513399383627045,0.7755102040816326,0.5383780644284953,0.6800000071525574,0.5940759181976318,0.800000011920929,0.4751673936843872
80,10,[0.63341285 3.49877597 0.57921395],0.5238801045857413,0.8,0.4882206621361228,[0.77665025 0.4934213 ],0.6019087972780447,0.76,0.560806182858618,"[array([0.64878588]), array([[ 0.55962134, -0.06898407,  1.0976124 ]])]",0.5766620833760928,0.7346938775510204,0.5366361088838104,0.7228571176528931,0.551365315914154,0.7599999904632568,0.506158173084259
81,10,[0.66322168 3.66648847 0.53060531],0.511012569789629,0.7,0.5036161604888654,[0.79797985 0.50331125],0.5856761967352454,0.52,0.6615741383359044,"[array([0.71127057]), array([[ 0.76543235, -0.07264128,  1.03946505]])]",0.563258198827722,0.673469387755102,0.6083406425522481,0.7799999713897705,0.5044061541557312,0.699999988079071,0.5498510003089905
82,10,[0.62321886 3.60872956 0.55183383],0.5330343153418778,0.74,0.4938681447385399,[0.78282834 0.45695338],0.5954639412199195,0.6,0.5985925487782864,"[array([0.7848895]), array([[ 0.41467602, -0.20508255,  1.17767013]])]",0.5662093507995141,0.7142857142857143,0.5982322011383249,0.7428571581840515,0.5446764826774597,0.7200000286102295,0.5627297759056091
83,10,[0.63388172 3.45740001 0.62731598],0.5341791213718363,0.74,0.5684744214046294,[0.7777806 0.4834314],0.6004495209073527,0.7,0.5869337330837925,"[array([0.70606647]), array([[ 0.49271214, -0.20288504,  1.18718361]])]",0.5701141813316306,0.6530612244897959,0.5984946887908399,0.7200000286102295,0.5592091679573059,0.699999988079071,0.6039758920669556
84,10,[0.60579384 3.40835371 0.55879366],0.5384602014363259,0.76,0.540316879737668,[0.78500009 0.44966442],0.5923341996762214,0.56,0.6416215193594177,"[array([0.77598851]), array([[ 0.58128638, -0.20396335,  0.90255975]])]",0.5730824676796585,0.7346938775510204,0.573717814275113,0.7142857313156128,0.5677390098571777,0.6000000238418579,0.6765710711479187
85,10,[0.65059673 3.39973439 0.58600383],0.5423273379558883,0.82,0.47025142769381245,[0.77551034 0.48366008],0.6029690630278709,0.72,0.5614525397774536,"[array([0.6935442]), array([[ 0.53385392, -0.2007781 ,  1.12376265]])]",0.5746481874620353,0.6938775510204082,0.5544822418631736,0.7200000286102295,0.5657507181167603,0.8199999928474426,0.45913514494895935
